date,upi_volume,upi_value,Volume_Growth,Value_Growth,Rolling_Mean_Growth,Rolling_Volatility,Trend,Seasonal,Residual
2020-06-01,476.9671,10413.108974581,,,,,464.54339545624583,17.301726216642553,-4.878021672888394
2020-06-02,476.78182,9951.298586321,-0.0003884544657273281,-0.044348944142167945,,,463.45107501816153,12.445989887343721,0.8847550944947216
2020-06-03,456.2593,9622.37521347,-0.04304383921350019,-0.03305331158519709,,,462.3303788055638,-6.704348929972471,0.633270124408682
2020-06-04,463.04959,9639.502868508,0.01488252403841428,0.0017799820374935216,,,461.2025364452427,-2.3451450356908405,4.192198590448186
2020-06-05,464.79398,9539.524729484,0.0037671775068410795,-0.010371711112885929,,,460.08787012875393,1.9910725334528177,2.7150373377932056
2020-06-06,458.64927,9119.199541725,-0.01322028740561565,-0.044061439084055354,,,458.9907162996474,-1.538002858890608,1.19655655924322
2020-06-07,427.25912,6874.997300074,-0.06844042289656327,-0.2460964069689041,,,457.8723373953728,-27.385389991473115,-3.2278274038997097
2020-06-08,469.99287,10062.170486206,0.10001834483954375,0.46358900913280277,,,456.5331348288429,14.008684821739344,-0.5489496505822444
2020-06-09,466.98338,9786.85765725,-0.006403267351694053,-0.02736117712708397,,,455.8666345883081,15.17144006415821,-4.05469465246631
2020-06-10,461.58058,9839.41028404,-0.011569576630328982,0.0053697140216470984,,,455.8586592415001,3.9511671697035355,1.7707535887963672
2020-06-11,449.65,9499.97,-0.02584723126783195,-0.034498031308907606,,,455.74578048913634,-1.0998211865019367,-4.995959302634446
2020-06-12,453.42912,9288.433725751,0.00840458134104316,-0.02226704655372591,,,454.8521648602003,3.35017591593918,-4.773220776139453
2020-06-13,289.00253,4333.739248967,-0.36262909184130043,-0.5334262614209907,,,453.23685248013936,-2.0688722427238577,-162.16545023741554
2020-06-14,435.87,7238.232876260001,0.5081874888776927,0.6702049801416461,,,451.30695599476894,-38.529000573187254,23.092044578418324
2020-06-15,463.91469,9725.940723531,0.06434186798816155,0.3436899433603742,,,449.2940769926393,9.812590100818326,4.808022906542362
2020-06-16,469.24346,9361.873619612,0.011486529991106886,-0.03743258511109082,,,446.8783783820059,17.752657824126608,4.612423793867492
2020-06-17,446.58304,9087.238502439,-0.04829139227641033,-0.02933548649894957,,,444.05927046639573,14.368979200801856,-11.845209667197594
2020-06-18,433.31743,8793.3234418,-0.029704688292685688,-0.03234371592207197,,,440.9510881449999,-0.0764209269218078,-7.557237218078114
2020-06-19,440.29209,8512.468178525,0.01609595995249946,-0.03193960339726898,,,438.6870020955116,4.270846599956153,-2.6657586954677868
2020-06-20,437.74652,8280.129005688,-0.005781548335333508,-0.02729398430212482,,,437.93154055593556,-2.1363605417912725,1.9513399858556681
2020-06-21,356.52732,4938.442783352,-0.18553933906773268,-0.4035790046315031,,,438.50510150245003,-48.03511632506001,-33.94266517739004
2020-06-22,459.5468,9375.196451475,0.28895255488415317,0.8984114755930257,,,439.7989624696427,5.199905636693812,14.547931893663531
2020-06-23,452.99435,8650.023156345998,-0.01425850424809838,-0.07735019728732295,,,441.48467631677045,20.424638966161353,-8.914965282931803
2020-06-24,477.54,8942.45,0.05418533365813505,0.033806481019587276,,,443.1825803378999,23.876816760173668,10.480602901926488
2020-06-25,456.49271,8531.518240163,-0.04407440214432301,-0.04595292787066185,,,445.6506651498869,1.0432963643168458,9.798748485796239
2020-06-26,455.45,8660.95,-0.0022841766739275515,0.015171011324536243,,,449.3445493249962,4.764988767464021,1.3404619075397477
2020-06-27,436.26,7586.08,-0.04213415303545942,-0.12410532331903557,,,453.86145558098013,-2.015783048531508,-15.585672532448655
2020-06-28,397.91,5544.8,-0.08790629441158937,-0.26908231919515746,,,458.83662984564927,-58.769935195529264,-2.1566946501199595
2020-06-29,430.17,8825.17,0.08107360961021337,0.5916119607560235,,,464.26917023552903,6.1587060519620955,-40.257876287491115
2020-06-30,505.09,11811.09,0.1741637027221794,0.33834135773021945,,,469.75686052169357,21.41742364142023,13.915715836886193
2020-07-01,515.18,11611.71,0.01997663782692194,-0.016880745130212427,,,475.35080466955134,28.29043111196009,11.538764218488552
2020-07-02,481.96,10494.44,-0.06448231686012651,-0.09621924763880585,,,480.630532258314,2.4169633624560403,-1.0874956207700848
2020-07-03,507.41,10735.45,0.052805212050792694,0.02296549410926163,,,484.9089269969434,-0.3350827901607666,22.836155793217358
2020-07-04,498.77,10114.58,-0.01702765022368502,-0.05783362597748587,,,487.51932268847867,1.7326692160848824,9.518008095436414
2020-07-05,432.52,7115.05,-0.13282675381438336,-0.2965550719851936,,,488.03115015688275,-58.617631103828494,3.1064809469457373
2020-07-06,503.34,10863.0,0.16373809303616027,0.5267636910492548,,,487.1122841882858,7.1687815226008516,9.058934289113324
2020-07-07,496.02,10438.01,-0.014542853737036565,-0.0391227101169106,,,486.0625677010578,19.423872264215767,-9.466439965273594
2020-07-08,509.11,10642.44,0.026390064916737233,0.0195851508093976,,,485.5683653969713,28.06783557391605,-4.5262009708873165
2020-07-09,485.14,10059.96,-0.047082162990316534,-0.05473180962260549,,,485.76819400240566,2.3194216100804246,-2.9476156124861177
2020-07-10,451.5,9324.23,-0.06934080883868576,-0.07313448562419722,,,486.2855568963707,-1.1948882063956592,-33.59066868997502
2020-07-11,500.95,9024.34,0.10952380952380958,-0.03216244129542056,,,486.5024835094963,3.2165624680246347,11.230954022479068
2020-07-12,434.05,6282.22,-0.13354626210200615,-0.3038582322917798,,,486.2379092443169,-55.600242233560046,3.4123329892431684
2020-07-13,518.52,10469.79,0.1946089160234996,0.6665748732136092,,,485.4161579063277,11.91339036371161,21.19045172996067
2020-07-14,519.6,10312.04,0.0020828511918538073,-0.015067159895279625,,,483.85733547377015,10.575242068845187,25.167422457384703
2020-07-15,499.18,10118.86,-0.03929946112394156,-0.018733441685641283,,,481.1095466571351,22.60515388859523,-4.534700545730345
2020-07-16,479.81,9451.87,-0.03880363796626474,-0.0659155280337903,,,476.77679775662773,4.131378773169138,-1.0981765297968877
2020-07-17,472.6,9034.77,-0.015026781434317682,-0.044128833765170294,,,471.74856002987974,1.8569631697817888,-1.0055231996615248
2020-07-18,462.3,8380.13,-0.021794329242488364,-0.0724578489546498,,,467.38658866077236,5.755897829707076,-10.842486490479416
2020-07-19,410.87,5766.61,-0.11124810728963874,-0.31187105689291217,,,464.2754854376635,-52.41042823451297,-0.9950572031505658
2020-07-20,461.25,8829.0,0.12261785966364047,0.5310555074818655,,,462.4091667983694,13.47680716919613,-14.635973967565576
2020-07-21,437.49,8301.25,-0.051512195121951154,-0.05977460641069199,,,461.6881628894061,6.267422094660457,-30.46558498406654
2020-07-22,496.81,9735.93,0.13559167066675815,0.1728269838879688,,,462.33591889654707,11.857550850189426,22.616530253263534
2020-07-23,470.34,8878.82,-0.05327992592741693,-0.08803576032284544,,,464.589826393144,3.160275705456234,2.589897901399752
2020-07-24,483.32,9348.16,0.02759705744780372,0.05286062787622692,,,468.2532749977131,10.811522658215791,4.255202344071108
2020-07-25,466.6,7787.59,-0.034594057767110775,-0.1669387344675316,,,473.3678753523579,11.445680168874935,-18.21355552123282
2020-07-26,414.17,5659.17,-0.11236605229318475,-0.27330920092095246,,,479.8020920828055,-48.94373598620006,-16.68835609660539
2020-07-27,501.87,9884.21,0.21174879880242403,0.7465829794828569,,,487.17508710564425,6.2276616828285185,8.467251211527241
2020-07-28,497.54,9580.56,-0.008627732281268008,-0.0307207151608474,,,495.2506028871792,8.295499243554461,-6.006102130733609
2020-07-29,488.78,9301.61,-0.017606624592997666,-0.029116252077122762,,,503.2572695335633,6.78301516669745,-21.260284700260797
2020-07-30,525.93,10592.09,0.07600556487581311,0.1387372723646767,,,509.86512522399664,-0.8068231319712611,16.87169790797452
2020-07-31,550.61,12399.97,0.046926397049037005,0.1706820844611403,,,514.0748413631119,16.32159486288426,20.213563774003887
2020-08-01,554.43,10981.35,0.0069377599389766065,-0.1144051154962471,,,515.2882370026159,13.964994937089852,25.176768060294194
2020-08-02,501.86,8082.04,-0.09481810147358538,-0.26402127243007467,,,514.2443630610267,-51.18986469573689,38.805501634710254
2020-08-03,508.98,9804.57,0.014187223528474124,0.21313059574067927,,,512.4190325668196,-0.8531197426727586,-2.585912824146874
2020-08-04,526.55,11230.53,0.03452002043302271,0.1454383007107911,,,509.77479416104154,15.795668366947574,0.9795374720108612
2020-08-05,492.26,10226.47,-0.0651220207007881,-0.08940450717820092,,,506.79121461820216,7.410199097302428,-21.94141371550461
2020-08-06,459.74,9517.22,-0.06606264981920118,-0.06935433243338118,,,505.05272527173116,2.943788055636813,-48.25651332736794
2020-08-07,504.21,10464.83,0.09672858572236476,0.09956794105841849,,,505.5776760784731,18.063398251870815,-19.431074330343904
2020-08-08,538.93,9938.8,0.0688601971400804,-0.05026646395593626,,,508.3728999288196,7.8988501596557,22.65824991152465
2020-08-09,440.12,6578.76,-0.18334477575937502,-0.3380730068016259,,,512.5729459286607,-51.79894854885958,-20.653997379801126
2020-08-10,511.87,10388.9,0.16302372080341732,0.5791577744134151,,,516.7944552766811,-4.566714136673122,-0.3577411400079882
2020-08-11,578.27,11411.04,0.12972043682966383,0.09838770225914217,,,520.2419191415003,18.708636217594062,39.31944464090566
2020-08-12,558.47,10962.22,-0.034240060871219224,-0.03933208541903288,,,521.7341012622106,13.829849202288655,22.906049535500756
2020-08-13,539.19,10585.91,-0.034522892903826485,-0.0343279007354349,,,520.7579226591084,7.403448428388036,11.028628912503564
2020-08-14,539.34,10316.23,0.0002781950703834024,-0.025475372452628098,,,518.5708654781355,15.901327209004405,4.867807312860123
2020-08-15,489.26,7615.92,-0.09285422924314912,-0.26175356695226837,,,516.599567700591,-4.430480772123733,-22.909086928467275
2020-08-16,460.73,6513.29,-0.05831255365245469,-0.14477961953381868,,,514.9409492003933,-58.99477481820656,4.78382561781325
2020-08-17,491.93,9319.65,0.0677186204501552,0.4308667355514648,,,513.9208011410401,-2.3296784458917617,-19.661122695148322
2020-08-18,492.12,8825.77,0.0003862338137539112,-0.05299340640474692,,,514.2331556231725,24.55891303108251,-46.672068654254986
2020-08-19,543.21,10080.86,0.1038161424042916,0.14220742212860737,,,516.1085971016208,22.88543440248989,4.215968495889342
2020-08-20,556.27,10676.16,0.024042267263120864,0.05905250147308849,,,519.3602602718983,13.516359050410985,23.393380677690743
2020-08-21,548.43,9893.06,-0.014093875276394607,-0.07335034319455691,,,523.4271096431877,12.475763898305907,12.527126458506359
2020-08-22,498.88,7381.02,-0.09034881388691351,-0.2539194142156218,,,527.4175832673844,-15.385415162979466,-13.15216810440495
2020-08-23,468.13,6217.56,-0.061638069275176344,-0.15762862043457404,,,530.9004256196473,-64.02040897373621,1.2499833540888403
2020-08-24,551.02,10572.5,0.17706619955995118,0.7004258905422704,,,533.6719596870496,2.142536054597985,15.205504258352448
2020-08-25,561.84,10383.43,0.019636310841711913,-0.01788318751477891,,,536.3176369608178,28.426701970836138,-2.9043389316539105
2020-08-26,552.49,10182.13,-0.016641748540509815,-0.019386657395485063,,,540.1184987601666,19.855976328822702,-7.48447508898937
2020-08-27,544.74,10028.61,-0.014027403210917888,-0.015077395397622984,,,546.0415793188221,18.20516719868283,-19.506746517504894
2020-08-28,549.31,10209.71,0.008389323346917665,0.018058335103269485,,,553.882230146976,10.212908266842518,-14.785138413818572
2020-08-29,545.21,9725.31,-0.007463909267990565,-0.047445030270203525,,,562.7136945721222,-13.326453415998895,-4.177241156123273
2020-08-30,493.79,6981.95,-0.09431228334036423,-0.2820845813655297,,,572.2058083600467,-71.29471303529363,-7.121095324753128
2020-08-31,586.69,13211.82,0.18813665728346063,0.8922822420670442,,,582.457729504785,9.933022638007383,-5.700752142792339
2020-09-01,651.97,13916.88,0.11126830182890446,0.05336584967097635,,,593.1995899314426,35.01676961240967,23.753640456147764
2020-09-02,638.42,13151.17,-0.020783164869549342,-0.05502023442035853,,,603.2662810733199,9.555939767384453,25.59777915929567
2020-09-03,625.8,12827.3,-0.019767551141881556,-0.02462670621701346,,,611.3744007124594,20.002719196532308,-5.57711990899179
2020-09-04,621.85,12457.52,-0.006311920741450816,-0.028827578679846755,,,616.4409137426405,10.323516980088417,-4.91443072272898
2020-09-05,624.89,12215.88,0.004888638739245721,-0.019397119169786703,,,618.7411835949893,-3.7045372489172097,9.853353653927911
2020-09-06,567.97,8642.76,-0.09108803149354283,-0.29249796166956443,,,619.0140118254052,-90.47475995533917,39.430748129934045
2020-09-07,634.74,13010.41,0.11755902600489465,0.5053536138918586,,,617.9872854730256,17.42639904953157,-0.6736845225572097
2020-09-08,662.23,12601.81,0.04330907143082219,-0.031405620576138715,,,615.9705092449973,37.284621568600286,8.97486918640243
2020-09-09,571.75,11563.73,-0.1366292677770563,-0.08237546828590492,0.007187378345085596,0.10614448300420397,613.2000931006048,7.916697932087172,-49.366791032691935
2020-09-10,646.68,12688.59,0.13105378224748576,0.09727484124932007,0.008501800712217726,0.10686114837204165,609.6720251007948,19.066671394600743,17.941303504604434
2020-09-11,624.04,11651.3,-0.035009587431186984,-0.08174982405452469,0.008582143230040858,0.10682501695605846,606.3990548514722,14.104423877206685,3.5365212713210212
2020-09-12,609.7,10366.6,-0.02297929619896144,-0.11026237415567353,0.008203525027667101,0.1068695482987704,604.5460886689069,3.5678073417493716,1.5861039893437692
2020-09-13,474.74,6184.07,-0.2213547646383468,-0.4034620801419946,0.005952305606215223,0.10930725221494816,604.7704623985104,-97.6699534211705,-32.36050897733992
2020-09-14,631.44,12516.37,0.3300754096979399,1.0239696510550496,0.009385262577250779,0.11398959469694503,605.5559167734507,22.61588091429905,3.2682023122503097
2020-09-15,623.6,11916.68,-0.01241606486760427,-0.04791245385043752,0.009945506157540368,0.11374063244767751,605.253962631838,26.436587090216566,-8.090549722054561
2020-09-16,628.73,11547.25,0.008226427196921016,-0.031001084194591133,0.00902758698111414,0.11337618605587059,604.4437856122302,6.1439007197709925,18.142313667998906
2020-09-17,402.75,7127.67,-0.3594229637523262,-0.3827387473207906,0.005497390017107819,0.11920753759398148,604.4723465188596,21.792595486384297,-223.51494200524388
2020-09-18,637.88,11307.57,0.5838112973308505,0.5864328735757969,0.011451198756719613,0.13247619092714552,604.9322697726834,16.514991967588763,16.432738259727785
2020-09-19,614.3,10245.52,-0.03696620053928645,-0.09392380502619035,0.01134000906400507,0.13251247360579413,604.7508109457593,2.5995615252052025,6.949627529035411
2020-09-20,454.37,5724.58,-0.2603451082532964,-0.4412601800591869,0.008652512168061673,0.13526920158066286,603.0804419586149,-87.70028183767614,-61.010160120938735
2020-09-21,636.98,11767.97,0.4018971322930651,1.055691421903441,0.01629777440940533,0.135677284635431,600.2282650809275,21.13928513232473,15.612449786747788
2020-09-22,622.35,11255.24,-0.02296775408961038,-0.0435699615141778,0.0109862219797323,0.12629887843282772,598.5643296808768,8.402551177618268,15.383119141504949
2020-09-23,607.23,10715.09,-0.024295010845986953,-0.04799098020122183,0.010099853191390814,0.12623165485722887,599.9151653863645,13.120656219958489,-5.805821606322979
2020-09-24,601.18,10459.95,-0.009963275859229737,-0.023811279233305505,0.009885355132887446,0.12624749796278614,602.5971473636305,23.007605807067335,-24.42475317069784
2020-09-25,604.82,10540.49,0.00605475897401786,0.007699845601556232,0.010428816645391727,0.1261114325247397,606.1284304727089,17.39097626057282,-18.699406733281762
2020-09-26,501.38,7561.24,-0.1710260904070633,-0.2826481501334378,0.009015602624247953,0.12735144705441923,610.7686150959655,1.6553484847283813,-111.04396358069391
2020-09-27,592.81,7868.89,0.1823566955203637,0.04068777078891839,0.010678209979926594,0.12852470156493512,616.1356605647237,-72.70923711091538,49.38357654619165
2020-09-28,631.77,11503.91,0.06572088864897707,0.4619482544552027,0.011393234349769701,0.12863105721597834,623.019305347891,14.351623646189964,-5.6009289940809595
2020-09-29,599.96,11212.75,-0.05035060227614474,-0.025309655586665758,0.012745121717685581,0.12724334604311024,631.3046539624929,-4.346832925541856,-26.997821036950995
2020-09-30,655.34,14482.65,0.09230615374358297,0.29162337517558123,0.010778657706279877,0.12441981539063887,639.3734973200319,18.00925958951605,-2.042756909547961
2020-10-01,690.78,15154.61,0.05407879879146704,0.046397586077133735,0.011462030736675533,0.12446857128729022,646.122885844622,22.43232822920276,22.224785926175173
2020-10-02,668.2,12182.05,-0.032687686383508385,-0.19614889462678364,0.0105933005362591,0.12447053711194969,652.1577044506025,13.801688180217921,2.2406073691796564
2020-10-03,660.31,12936.91,-0.011807841963484167,0.06196494021942134,0.010915966138067485,0.12436917139054277,658.2229941231709,-0.42397287343149126,2.510978750260506
2020-10-04,621.62,10048.45,-0.058593690842180135,-0.2232727907978025,0.010352870996384959,0.12455687230792115,664.3916945808421,-50.262946772299586,7.491252191457534
2020-10-05,662.0,14138.9,0.06495929989382576,0.4070727326105019,0.011423805525677812,0.12456142510451305,669.3696968526941,7.1994154159188195,-14.569112268612912
2020-10-06,663.59,13442.54,0.0024018126888218916,-0.049251356187539286,0.012326886596681925,0.1241607253344369,672.589233265883,-13.001195740199448,4.001962474316542
