date,upi_volume,upi_value,Volume_Growth,Value_Growth,Rolling_Mean_Growth,Rolling_Volatility
2025-03-31,5657.21,75980.99,-0.08646674213223049,0.06092044750208703,0.0012681913267272727,0.038880128882584505
2025-04-01,5297.18,74937.0,-0.06364091133261796,-0.013740147371072764,0.0008068715333057686,0.03937569719421285
2025-04-02,6192.75,102791.42,0.16906542726507312,0.3717044984453608,0.002503504596386652,0.042819237074571616
2025-04-03,6069.85,95332.97,-0.019845787412700266,-0.07255907156453323,0.002328767943949894,0.04287495149785163
2025-04-04,6186.86,94268.0,0.019277247378435947,-0.011171056561019799,0.0027025198357612233,0.04285798919720826
2025-04-05,6295.81,90299.35,0.017609902276760847,-0.042099652055840764,0.002859930304157121,0.04288379574520511
2025-04-06,5882.73,68150.47,-0.06561189108311727,-0.24528282872468077,0.002393222577054217,0.04337460701123767
2025-04-07,6185.68,98216.32,0.051498198965446385,0.4411686375750601,0.0027836019991525386,0.04364098374075044
2025-04-08,6248.95,89887.4,0.010228463160072865,-0.0848017926145066,0.0029575102416863554,0.04363559964625893
2025-04-09,6296.92,91452.18,0.007676489650261242,0.017408224066999267,0.002759171759252842,0.04356789473333055
2025-04-10,6054.15,83751.64,-0.0385537691442801,-0.08420291347893505,0.0010514310942145021,0.04175117755848112
2025-04-11,6202.63,85297.83,0.024525325603098835,0.018461608632380333,0.001739143626841807,0.04156348437249103
2025-04-12,5542.96,68876.63,-0.10635327272463457,-0.1925160346986553,0.0007320119628768918,0.04294145483708257
2025-04-13,6139.76,65305.33,0.107668105127946,-0.05185067852477687,0.0019109181536145826,0.04423642064216927
2025-04-14,5826.86,70514.53,-0.050962904087456296,0.07976684292078451,0.0013493805247644375,0.04454966367576504
2025-04-15,6089.39,83768.29,0.04505514119096743,0.18795785776349927,0.001895104151793192,0.04474900934252847
2025-04-16,6063.92,82446.94,-0.004182684965160721,-0.015773868608276342,0.0018058084647869866,0.04475217046577909
2025-04-17,5983.05,79567.11,-0.013336257734270829,-0.03492949526083078,0.0016959430936889953,0.044775954731002446
2025-04-18,5781.75,67342.78,-0.033645047258505256,-0.1536354657093867,0.001097226489847295,0.04484486297111273
2025-04-19,6039.46,74613.71,0.04457300990184643,0.10796896118633659,0.001627551043365042,0.045043839600141695
2025-04-20,5878.92,60985.01,-0.02658184672139563,-0.1826567798330897,0.001174484062627582,0.04509795473221893
2025-04-21,5892.08,79430.34,0.002238506392330475,0.30245678405234333,0.0013781532512312379,0.0450558697839798
2025-04-22,5820.08,75876.17,-0.012219793349716901,-0.04474574828711542,0.0012767201681215623,0.04507513923810449
2025-04-23,5822.96,74632.32,0.0004948385589200743,-0.01639315743005998,0.001482942430075631,0.045023369050144244
2025-04-24,5801.95,73457.31,-0.0036081305727670987,-0.015743983303748377,0.0020404645680937527,0.044605589481204896
2025-04-25,5850.48,74213.96,0.008364429200527379,0.010300540545250092,0.0019165475760467509,0.04457026952157159
2025-04-26,5831.23,69855.94,-0.003290328314941693,-0.0587223751434367,0.0018918723853668495,0.04457248439981062
