date,upi_volume,upi_value
2022-09-15,2245.68,37563.76
2022-09-16,2255.26,36237.8
2022-09-17,2267.25,33100.06
2022-09-18,2140.49,25809.84
2022-09-19,2203.34,36275.55
2022-09-20,2222.49,35652.81
2022-09-21,2222.64,35651.91
2022-09-22,2253.65,37245.02
2022-09-23,2240.82,35202.31
2022-09-24,2254.85,33468.05
2022-09-25,2224.62,26617.01
2022-09-26,2264.06,38681.13
2022-09-27,2243.49,37077.33
2022-09-28,2294.03,37494.05
2022-09-29,2261.41,38173.16
2022-09-30,2405.86,46833.8
2022-10-01,2586.47,50382.75
2022-10-02,2483.64,39039.52
2022-10-03,2480.21,47218.26
2022-10-04,2396.9,42082.91
2022-10-05,2272.01,34258.45
2022-10-06,2331.47,41501.46
2022-10-07,2329.71,41204.09
2022-10-08,2365.74,39710.25
2022-10-09,2290.61,32190.94
2022-10-10,2410.02,47027.29
2022-10-11,2434.91,43642.01
2022-10-12,2450.81,42412.68
2022-10-13,2399.86,40387.93
2022-10-14,2352.74,38748.95
2022-10-15,2416.34,39499.74
2022-10-16,2384.85,31327.83
2022-10-17,2357.07,40125.1
2022-10-18,2402.64,39917.14
2022-10-19,2458.66,40856.85
2022-10-20,2427.04,42218.85
2022-10-21,2514.0,44598.12
2022-10-22,2608.12,44832.58
2022-10-23,2520.11,36622.22
2022-10-24,2233.28,27690.79
2022-10-25,1988.31,29351.82
2022-10-26,2144.52,32555.4
2022-10-27,2149.57,34451.97
2022-10-28,2162.42,36086.52
2022-10-29,2208.1,36208.01
2022-10-30,2172.95,28111.77
2022-10-31,2321.13,47325.3
2022-11-01,2494.4,50700.08
2022-11-02,2500.21,47432.82
2022-11-03,2434.82,45208.17
2022-11-04,2452.5,43645.17
2022-11-05,2528.34,44653.94
2022-11-06,2424.83,33841.13
2022-11-07,2452.45,45347.9
2022-11-08,2348.78,38528.36
2022-11-09,2504.80652,43709.258599851
2022-11-10,2544.65,44760.22
2022-11-11,2443.48,41603.7
2022-11-12,2473.71,37328.49
2022-11-13,2460.71,29862.99
2022-11-14,2461.78,41601.59
2022-11-15,2467.09,41038.85
2022-11-16,2460.06,39877.66
2022-11-17,2419.4,38887.99
2022-11-18,2415.23,36774.04
2022-11-19,2435.64,36893.0
2022-11-20,2391.96,30141.8
2022-11-21,2265.49,37029.58
2022-11-22,2420.5,38450.98
2022-11-23,2411.47,37158.59
2022-11-24,2390.62,37188.36
2022-11-25,2413.07,37146.94
2022-11-26,2414.45,35261.16
2022-11-27,2341.36,27955.44
2022-11-28,2359.87,38785.39
2022-11-29,2389.60378,39732.244807665
2022-11-30,2573.19,50047.55
2022-12-01,2692.15,53457.06
2022-12-02,2660.28,48531.22
2022-12-03,2641.04,46558.2
2022-12-04,2524.83,37265.1
2022-12-05,2630.16,50169.23
2022-12-06,2571.41,46197.13
2022-12-07,2583.98,46284.96
2022-12-08,2514.95,43719.07
2022-12-09,2488.63,42421.34
2022-12-10,2537.77,41177.7
2022-12-11,2508.37,33518.33
2022-12-12,2539.09,45151.66
2022-12-13,2557.97,43440.05
2022-12-14,2598.34,42458.09
2022-12-15,2561.41,42710.62
2022-12-16,2517.51,39520.11
2022-12-17,2488.37,37570.68
2022-12-18,2412.75,29305.27
2022-12-19,2502.76,40811.37
2022-12-20,2496.62,41271.64
2022-12-21,2494.94,40183.79
2022-12-22,2473.99,39160.3
2022-12-23,2477.96,38502.18
2022-12-24,2471.85,36227.07
2022-12-25,2331.58,28116.81
2022-12-26,2430.6,39846.63
2022-12-27,2409.22,38765.65
2022-12-28,2405.09,38372.59
2022-12-29,2446.72,39919.76
2022-12-30,2553.91,44912.73
2022-12-31,2764.7,46424.52
2023-01-01,2577.99,35576.8
2023-01-02,2641.16,50488.22
2023-01-03,2616.09,47767.96
2023-01-04,2664.12,50171.67
2023-01-05,2680.05,48732.35
2023-01-06,2618.33,45665.71
2023-01-07,2721.27,46858.16
2023-01-08,2607.93,36760.43
2023-01-09,2683.52,50045.65
2023-01-10,2703.84,48440.96
2023-01-11,2703.8,46672.56
2023-01-12,2708.92,45229.12
2023-01-13,2732.44,43782.2
2023-01-14,2634.47,37799.6
2023-01-15,2420.19,30014.56
2023-01-16,2498.19,40226.62
2023-01-17,2490.53,39728.11
2023-01-18,2578.91,41137.76
2023-01-19,2545.27,40937.69
2023-01-20,2608.3,41418.89
2023-01-21,2647.35,39750.27
2023-01-22,2521.35,31046.89
2023-01-23,2562.8,41835.44
2023-01-24,2573.81,40626.95
2023-01-25,2624.85,42730.7
2023-01-26,2410.42,31062.8
2023-01-27,2528.8,40158.06
2023-01-28,2468.1,36651.22
2023-01-29,2425.11,29669.35
2023-01-30,2507.01,44557.68
2023-01-31,2680.96,53514.4
2023-02-01,2889.81,58075.13
2023-02-02,2804.49,53349.07
2023-02-03,2742.31,48928.42
2023-02-04,2835.93,50154.95
2023-02-05,2724.5,39708.7
2023-02-06,2721.49,49382.48
2023-02-07,2802.3,51094.93
2023-02-08,2687.85,46745.96
2023-02-09,2817.1,48838.54
2023-02-10,2705.28,45521.66
2023-02-11,2677.98,42389.83
2023-02-12,2637.52,33672.53
2023-02-13,2613.76,44763.87
2023-02-14,2738.56,46194.43
2023-02-15,2750.19,46219.11
2023-02-16,2530.37,40478.39
2023-02-17,2725.41,41977.12
2023-02-18,2604.78,35674.95
2023-02-19,2554.7,31261.7
2023-02-20,2693.0,45260.1
2023-02-21,2650.99,42897.62
2023-02-22,2604.64,41562.95
2023-02-23,2619.62,40906.88
2023-02-24,2619.64,40347.83
2023-02-25,2606.02,39270.42
2023-02-26,2535.51,30904.86
2023-02-27,2642.94,45348.53
2023-02-28,2810.88,54915.62
2023-03-01,3012.07,59817.25
2023-03-02,2813.58,53383.73
2023-03-03,2941.07,52497.8
2023-03-04,2985.36,53722.03
2023-03-05,2870.1,42705.74
2023-03-06,2976.54,55488.96
2023-03-07,2781.85,43805.38
2023-03-08,2605.6,38788.84
2023-03-09,2730.11,45891.88
2023-03-10,2912.25,51625.61
2023-03-11,2822.42,44702.23
2023-03-12,2721.17,35015.26
2023-03-13,2842.08,49324.67
2023-03-14,2851.91,48479.42
2023-03-15,2853.73,48315.2
2023-03-16,2798.95764,45720.014422395
2023-03-17,2737.56,41896.47
2023-03-18,2757.13,41909.31
2023-03-19,2676.22,33235.82
2023-03-20,2764.64,46652.05
2023-03-21,2829.32,44602.04
2023-03-22,2732.58,39965.47
2023-03-23,2715.52,42864.52
2023-03-24,2711.94,42625.03
2023-03-25,2745.58,41335.82
2023-03-26,2695.47,32424.0
2023-03-27,2755.29,45897.16
2023-03-28,2759.07,45057.3
2023-03-29,2783.0,45843.3
2023-03-30,2655.43,42465.52
2023-03-31,2678.79,48892.77
2023-04-01,3096.22,51067.88
2023-04-02,2705.9,40107.32
2023-04-03,2912.34,67174.84
2023-04-04,3026.27552,55131.414857592
2023-04-05,3055.58,55523.66
2023-04-06,3003.71,53108.05
2023-04-07,2996.84,49096.83
2023-04-08,3059.59,45972.66
2023-04-09,2961.09,38971.53
2023-04-10,3066.42,57032.84
2023-04-11,2934.13,51142.19
2023-04-12,3173.5,52628.2
2023-04-13,3025.41,48837.58
2023-04-14,2921.59,41334.68
2023-04-15,3036.99,45867.37
2023-04-16,2902.9,35944.36
2023-04-17,2920.98,48059.75
2023-04-18,2895.77,45994.08
2023-04-19,2951.65,46337.61
2023-04-20,3015.45,47613.07
2023-04-21,3024.7,46341.28
2023-04-22,2814.93,37244.28
2023-04-23,2770.5499,32251.649686538
2023-04-24,2819.19,44918.84
2023-04-25,2811.87,44390.27
2023-04-26,2860.46,44656.69
2023-04-27,2865.14,44563.42
2023-04-28,2940.58,48699.12
2023-04-29,3098.5,52690.23
2023-04-30,2964.34,42803.02
2023-05-01,3105.69,56109.02
2023-05-02,3096.52,57673.1
2023-05-03,3091.21,54740.39
2023-05-04,3027.83,55434.84
2023-05-05,3127.48,53729.76
2023-05-06,3196.78,53437.16
2023-05-07,3094.33,41902.53
2023-05-08,3103.63,54789.08
2023-05-09,3119.73,53279.57
2023-05-10,3132.76,52894.17
2023-05-11,3085.45679,50019.1074718
2023-05-12,3093.80577,48240.6580398
2023-05-13,3095.49,44730.46
2023-05-14,3062.02,37468.83
2023-05-15,3091.12361,51693.4854164
2023-05-16,3030.65,48266.02
2023-05-17,2979.02,46493.98
2023-05-18,3012.26,46334.97
2023-05-19,3012.85,44503.43
2023-05-20,3105.31895,46688.2629947
2023-05-21,2897.62,34744.2
2023-05-22,2904.15,46610.35
2023-05-23,2956.97,45016.09
2023-05-24,2990.17,45428.85
2023-05-25,2899.03,45736.15
2023-05-26,3002.19,44385.37
2023-05-27,2916.70627,41936.7405073
2023-05-28,2970.83,33637.03
2023-05-29,2933.76,46315.4
2023-05-30,2889.86,47998.33
2023-05-31,3126.60449,58908.10778489699
2023-06-01,3256.17,62898.87
2023-06-02,3262.64,57644.81
2023-06-03,3232.11,54799.2
2023-06-04,3119.87,45018.03
2023-06-05,3211.94749,59403.414097088
2023-06-06,3157.26651,54850.162840623
2023-06-07,3260.02,56073.86
2023-06-08,3178.07,52908.79
2023-06-09,3193.67,52262.0
2023-06-10,3229.53,51283.62
2023-06-11,3116.13624,39593.489429636
2023-06-12,3146.43,53040.32
2023-06-13,3124.12,50385.35
2023-06-14,3140.38,50450.73
2023-06-15,3108.01,49745.39
2023-06-16,3119.26,46355.7
2023-06-17,3120.82,45835.99
2023-06-18,3013.49,35234.45
2023-06-19,3099.46543,49499.418498667
2023-06-20,3073.99817,48407.3
2023-06-21,3071.30564,47664.332121907
2023-06-22,3045.04,46704.89
2023-06-23,3023.43,45579.36
2023-06-24,3006.31,42935.74
2023-06-25,2947.34,35147.31
2023-06-26,3022.20541,48619.694168418
2023-06-27,2999.57,47516.37
2023-06-28,3137.01,49897.31
2023-06-29,2805.97468,37961.222456461
2023-06-30,3129.03,57747.14
2023-07-01,3395.43,61917.81
2023-07-02,3292.24,47229.91
2023-07-03,3289.63,59189.38
2023-07-04,3304.41,59449.73
2023-07-05,3312.82,59459.28
2023-07-06,3256.93,56399.5
2023-07-07,3298.22473,55271.859759855
2023-07-08,3264.78,50571.15
2023-07-09,3195.43,41980.62
2023-07-10,3317.95223,60484.84911582
2023-07-11,3266.74,53967.69
2023-07-12,3314.67345,53590.280830404
2023-07-13,3237.52515,50613.669277148
2023-07-14,3225.96376,47947.77530139
2023-07-15,3175.54828,47729.742427315
2023-07-16,3208.67191,38071.817477774
2023-07-17,3170.25657,48124.9271422
2023-07-18,3117.12985,46846.48933485
2023-07-19,3154.41654,47849.695297382
2023-07-20,3153.74722,47608.519353705
2023-07-21,3152.82316,45577.502130508
2023-07-22,3136.91685,42238.882096627
2023-07-23,3093.13608,34416.573022507
2023-07-24,3110.05175,48206.150641426
2023-07-25,3079.47194,46984.685763465
2023-07-26,3107.64814,46067.185364369
2023-07-27,3140.60932,45734.03348977
2023-07-28,3152.32803,46273.687408126
2023-07-29,3167.0616,42690.110667732
2023-07-30,3172.10186,36936.176571213
2023-07-31,3377.88839,64106.758572702
2023-08-01,3552.48494,66969.232037155
2023-08-02,3456.87841,62307.105922666
2023-08-03,3485.69,59287.21
2023-08-04,3447.93,57716.61
2023-08-05,3562.42,57820.12
2023-08-06,2988.15,36438.5
2023-08-07,3591.07,63298.71
2023-08-08,3492.43,55950.61
2023-08-09,3503.43,56345.84
2023-08-10,3547.91,57156.72
2023-08-11,3533.91,53813.39
2023-08-12,3526.84,48703.92
2023-08-13,3427.23,38677.49
2023-08-14,3533.66,54501.9
2023-08-15,3284.6,39607.89
2023-08-16,3401.64,50036.67
2023-08-17,3322.78,49839.67
2023-08-18,3372.98,48000.66
2023-08-19,3352.03,47379.98
2023-08-20,3356.88,38720.84
2023-08-21,3347.38,50543.5
2023-08-22,3272.87,47968.58
2023-08-23,3314.39,47616.87
2023-08-24,3350.51,47858.74
2023-08-25,3310.38,46491.48
2023-08-26,3381.55,45179.66
2023-08-27,3328.27,36874.21
2023-08-28,3396.45,51900.82
2023-08-29,3413.46,51131.17
2023-08-30,3561.35,50318.3
2023-08-31,3442.61,58080.14
2023-09-01,3655.33,66251.46
2023-09-02,3674.04,61319.8
2023-09-03,3519.03,48259.6
2023-09-04,3608.71,65160.82
2023-09-05,3595.88,62292.52
2023-09-06,3619.58,59538.75
2023-09-07,3539.64,56509.07
2023-09-08,3505.83,55244.15
2023-09-09,3565.07,52442.49
2023-09-10,3551.89,43863.43
2023-09-11,3571.22,58890.66
2023-09-12,3567.62,57361.62
2023-09-13,3551.08,55420.78
2023-09-14,3533.01,52948.4
2023-09-15,3619.42,52463.74
2023-09-16,3593.71,51457.19
2023-09-17,3621.53,39851.59
2023-09-18,3442.5,46073.95
2023-09-19,3404.95,46404.94
2023-09-20,3475.7,51964.82
2023-09-21,3410.04,50639.38
2023-09-22,3389.37,47198.39
2023-09-23,3337.7,44321.27
2023-09-24,3362.79,36318.66
2023-09-25,3439.51,52459.32
2023-09-26,3412.97,49983.7
2023-09-27,3507.09,51103.2
2023-09-28,3330.36,46099.97
2023-09-29,3464.94,54305.47
2023-09-30,3686.36,62984.04
2023-10-01,3713.88,55361.74
2023-10-02,3639.63,55043.13
2023-10-03,3766.67,66099.28
2023-10-04,3792.63,67532.08
2023-10-05,3871.82,66768.83
2023-10-06,3784.17,60745.31
2023-10-07,3910.27,65036.72
2023-10-08,3850.15,51259.08
2023-10-09,3823.2,67283.18
2023-10-10,3904.74,64797.72
2023-10-11,3864.04,61280.39
2023-10-12,3815.6,58987.48
2023-10-13,3845.97,56244.79
2023-10-14,3320.07,41345.44
2023-10-15,3590.01,44351.21
2023-10-16,3537.26,55618.56
2023-10-17,3678.74,56858.26
2023-10-18,3720.74,55860.46
2023-10-19,3709.93,54470.36
2023-10-20,3692.63,54710.75
2023-10-21,3777.73,54291.64
2023-10-22,3592.45,41526.45
2023-10-23,3456.95,46427.03
2023-10-24,3382.69,39260.52
2023-10-25,3538.37,52321.01
2023-10-26,3516.11,53636.83
2023-10-27,3542.75,51883.0
2023-10-28,3510.83,47773.87
2023-10-29,3441.31,39525.24
2023-10-30,3689.75,60412.71
2023-10-31,3806.81,69055.27
2023-11-01,4054.29,75460.87
2023-11-02,3938.85,69440.58
2023-11-03,3901.06,65932.18
2023-11-04,3994.62,67589.37
2023-11-05,3980.92,55497.82
2023-11-06,3887.21,68024.65
2023-11-07,3932.25,68423.73
2023-11-08,4051.05,69096.38
2023-11-09,4077.12,71078.45
2023-11-10,4289.39,75086.84
2023-11-11,4390.4,69374.71
2023-11-12,3935.73,44733.39
2023-11-13,3417.7,47916.85
2023-11-14,3513.04,51371.31
2023-11-15,3550.35,52638.59
2023-11-16,3610.35,55363.84
2023-11-17,3538.43,52204.33
2023-11-18,3633.96,52174.65
2023-11-19,3548.45,38799.93
2023-11-20,3563.24,56077.71
2023-11-21,3558.82,54802.0
2023-11-22,3458.05,53206.86
2023-11-23,3599.83,53380.71
2023-11-24,3546.08,52349.38
2023-11-25,3556.28,49582.93
2023-11-26,3496.56,39662.64
2023-11-27,3448.65,47992.81
2023-11-28,3559.73,53090.91
2023-11-29,3600.39,59642.71
2023-11-30,3720.12,69743.48
2023-12-01,4062.79,73567.26
2023-12-02,4078.53,70237.35
2023-12-03,3870.94,51728.44
2023-12-04,3817.63,68763.3
2023-12-05,3854.49,68578.17
2023-12-06,3838.05,64625.98
2023-12-07,3839.53,63698.48
2023-12-08,3982.6,63578.4
2023-12-09,3991.36,59877.09
2023-12-10,3917.03,49895.18
2023-12-11,3910.92,65689.66
2023-12-12,3956.49,62987.05
2023-12-13,3912.56,61418.12
2023-12-14,3875.95,59486.48
2023-12-15,3842.54,58430.66
2023-12-16,3890.45,55199.4
2023-12-17,3836.85,43870.34
2023-12-18,3826.35,58406.97
2023-12-19,3809.83,56788.0
2023-12-20,3888.88,60562.68
2023-12-21,3883.29,57778.84
2023-12-22,3885.54,56458.87
2023-12-23,3821.26,52084.16
2023-12-24,3742.03,42244.26
2023-12-25,3657.93,45953.24
2023-12-26,3727.08,55758.73
2023-12-27,3741.96,56459.53
2023-12-28,3719.0,57227.27
2023-12-29,3812.46,61351.22
2023-12-30,3997.55,66002.11
2023-12-31,4210.39,54242.21
2024-01-01,4057.51,61548.14
2024-01-02,4071.45,70893.83
2024-01-03,4058.37,69042.32
2024-01-04,3982.87,69677.0
2024-01-05,4022.71,67340.71
2024-01-06,4101.97,66487.01
2024-01-07,4021.28,53625.61
2024-01-08,4057.77,70844.31
2024-01-09,4005.45,66881.19
2024-01-10,4126.03,69096.76
2024-01-11,4130.81,64802.51
2024-01-12,4128.73,62936.8
2024-01-13,4150.52,58622.32
2024-01-14,3970.21,45798.47
2024-01-15,3715.69,52989.31
2024-01-16,3751.05,54848.9
2024-01-17,3860.14,57865.64
2024-01-18,3776.33,57744.14
2024-01-19,3889.88,57190.9
2024-01-20,3961.25,58896.19
2024-01-21,3828.63,43723.18
2024-01-22,3558.49,45700.49
2024-01-23,3807.01,58416.14
2024-01-24,3897.97,58701.3
2024-01-25,3906.37,59174.51
2024-01-26,3728.82,44870.49
2024-01-27,3814.49,49962.28
2024-01-28,3743.14,41338.49
2024-01-29,3878.1,61721.4
2024-01-30,3883.08,63398.15
2024-01-31,4144.06,76945.48
2024-02-01,4318.59,82028.29
2024-02-02,4334.91,73617.61
2024-02-03,4311.46,70136.81
2024-02-04,4193.76,58023.37
2024-02-05,4304.28,77049.21
2024-02-06,4030.23,66834.78
2024-02-07,4369.19,72935.74
2024-02-08,4315.24,69704.87
2024-02-09,4329.59,67472.51
2024-02-10,4377.3,64841.39
2024-02-11,4232.39,50719.39
2024-02-12,4263.37,69413.98
2024-02-13,4197.7,64168.37
2024-02-14,4206.21,62262.76
2024-02-15,4200.45,64067.86
2024-02-16,4099.75,58708.44
2024-02-17,4045.74,56296.73
2024-02-18,4074.49,45970.13
2024-02-19,4069.78,59833.37
2024-02-20,4105.95,61793.87
2024-02-21,4138.67,60116.76
2024-02-22,4031.86,57929.56
2024-02-23,4102.78,56587.1
2024-02-24,4013.05,52338.63
2024-02-25,3989.82,44382.34
2024-02-26,4000.04,59971.55
2024-02-27,3872.42,57903.92
2024-02-28,4181.9,64859.15
2024-02-29,4315.81,77900.86
2024-03-01,4546.29,80825.87
2024-03-02,4520.81,75429.57
2024-03-03,4338.82,58334.6
2024-03-04,4400.41,77261.65
2024-03-05,4469.35,76244.86
2024-03-06,4418.26,73298.76
2024-03-07,4501.15,72473.42
2024-03-08,4282.33,59151.0
2024-03-09,4335.56,62712.99
2024-03-10,4381.91,54675.02
2024-03-11,4446.13,73454.28
2024-03-12,4323.86,68580.66
2024-03-13,4320.08,68886.56
2024-03-14,4289.08,66622.38
2024-03-15,4366.18,64856.7
2024-03-16,4315.83,61213.98
2024-03-17,4258.75,48305.04
2024-03-18,4279.42,63687.32
2024-03-19,4186.05,61251.95
2024-03-20,4184.15,62350.23
2024-03-21,4262.7,61972.32
2024-03-22,4456.07,61822.7
2024-03-23,4504.97,60705.64
2024-03-24,4459.68,48265.51
2024-03-25,3707.24,40085.56
2024-03-26,4130.96,56389.63
2024-03-27,4284.64,62182.95
2024-03-28,4259.39,67414.47
2024-03-29,4282.98,61279.32
2024-03-30,4402.7,69087.24
2024-03-31,4484.29,59531.05
2024-04-01,4081.77,65707.52
2024-04-02,4376.71,78992.68
2024-04-03,4574.56,81612.52
2024-04-04,4637.32,80339.98
2024-04-05,4683.52,76592.44
2024-04-06,4683.34,75139.67
2024-04-07,4732.2,62137.33
2024-04-08,4645.73,78463.35
2024-04-09,4729.93,73005.91
2024-04-10,4787.3,77281.73
2024-04-11,4370.3,58614.12
2024-04-12,4445.22,66417.2
2024-04-13,4479.34,60182.59
2024-04-14,4383.94,49234.95
2024-04-15,4469.73,71014.73
2024-04-16,4494.11,67012.58
2024-04-17,4305.65,58079.92
2024-04-18,4387.66,62329.77
2024-04-19,4141.56,55920.21
2024-04-20,4447.32,63256.03
2024-04-21,4346.77,48472.16
2024-04-22,4336.3,63466.19
2024-04-23,4232.23,59888.22
2024-04-24,4296.9,62462.96
2024-04-25,4316.85,62066.2
2024-04-26,4178.7,56158.84
2024-04-27,4373.46,56822.21
2024-04-28,4256.32,46102.79
2024-04-29,4352.25,67116.48
2024-04-30,4492.95,80573.24
2024-05-01,4804.69,81678.5
2024-05-02,4772.01,82795.98
2024-05-03,4712.03,77293.8
2024-05-04,4840.87,77618.21
2024-05-05,4711.69,61535.54
2024-05-06,4669.94,77012.19
2024-05-07,4544.11,71966.72
2024-05-08,4741.36,74337.94
2024-05-09,4711.16,74897.09
2024-05-10,4740.33,74820.95
2024-05-11,4605.34,64156.46
2024-05-12,4565.44,51539.62
2024-05-13,4368.12,64193.58
2024-05-14,4494.89,67457.42
2024-05-15,4611.81,69211.71
2024-05-16,4493.06,65655.99
2024-05-17,4466.52,61499.98
2024-05-18,4475.37,60392.39
2024-05-19,4421.55,48699.88
2024-05-20,4359.16,62677.84
2024-05-21,4429.81,63261.77
2024-05-22,4485.22,62814.11
2024-05-23,4321.57,59408.9
2024-05-24,4439.13,59932.38
2024-05-25,4310.14,55032.22
2024-05-26,4387.71,45546.42
2024-05-27,4337.4,63592.61
2024-05-28,4284.26,61125.12
2024-05-29,4313.43,61874.15
2024-05-30,4348.73,65193.76
2024-05-31,4591.58,77713.82
2024-06-01,4784.57,80892.93
2024-06-02,4741.78,65177.53
2024-06-03,4791.28,84201.75
2024-06-04,4474.45,81483.43
2024-06-05,4786.02,82064.37
2024-06-06,4579.99,73445.81
2024-06-07,4781.77,74690.75
2024-06-08,4791.9,68922.47
2024-06-09,4710.92,56425.61
2024-06-10,4807.16,80323.86
2024-06-11,4697.98,73866.64
2024-06-12,4769.39,71385.73
2024-06-13,4621.92,67638.55
2024-06-14,4705.68,66861.57
2024-06-15,4777.18,68024.41
2024-06-16,4746.27,53975.8
2024-06-17,4315.9,51569.15
2024-06-18,4404.62,61051.29
2024-06-19,4602.56,64879.46
2024-06-20,4543.25,65029.53
2024-06-21,4526.04,62337.03
2024-06-22,4548.31,57274.09
2024-06-23,4453.05,46497.11
2024-06-24,4555.21,64748.05
2024-06-25,4445.25,63353.78
2024-06-26,4481.4,62349.06
2024-06-27,4504.87,62009.24
2024-06-28,4527.52,66808.91
2024-06-29,4755.43,70499.43
2024-06-30,4619.75,59293.86
2024-07-01,4918.91,87154.11
2024-07-02,5016.23,83635.4
2024-07-03,4845.59,78649.51
2024-07-04,4821.22,78683.27
2024-07-05,4812.11,76238.49
2024-07-06,4939.44,75111.32
2024-07-07,4829.96,59336.17
2024-07-08,4811.57,81314.51
2024-07-09,4829.04,77115.53
2024-07-10,4976.49,79215.04
2024-07-11,4785.89,71809.73
2024-07-12,4674.07,66726.7
2024-07-13,4622.91,59489.69
2024-07-14,4647.16,50682.42
2024-07-15,4702.3,71054.85
2024-07-16,4641.67,66028.97
2024-07-17,4509.27,55967.88
2024-07-18,4547.15,62967.39
2024-07-19,4577.98,61525.81
2024-07-20,4306.37,57542.05
2024-07-21,4463.79,48180.54
2024-07-22,4519.69,64897.57
2024-07-23,4504.55,64321.06
2024-07-24,4472.88,61048.58
2024-07-25,4453.23,61610.72
2024-07-26,4556.81,59531.17
2024-07-27,4572.74,55364.35
2024-07-28,4517.45,45136.0
2024-07-29,4417.18,62312.64
2024-07-30,4462.18,63738.25
2024-07-31,4599.71,77902.69
2024-08-01,4927.45,86207.47
2024-08-02,5035.24,80650.53
2024-08-03,4985.34,74840.21
2024-08-04,4941.3,60733.24
2024-08-05,5029.81,87105.05
2024-08-06,4846.79,75775.76
2024-08-07,4945.62,75924.48
2024-08-08,4990.49,74517.12
2024-08-09,4999.0,71679.83
2024-08-10,5018.96,68937.11
2024-08-11,4842.05,53711.43
2024-08-12,4948.14,73511.02
2024-08-13,4938.53,69591.51
2024-08-14,5089.69,70932.79
2024-08-15,4796.04,53740.39
2024-08-16,4835.59,62853.27
2024-08-17,4892.83,64285.9
2024-08-18,4975.86,52964.5
2024-08-19,4795.09,57096.04
2024-08-20,4567.58,63752.32
2024-08-21,4655.06,63404.65
2024-08-22,4650.04,61990.5
2024-08-23,4615.79,60477.73
2024-08-24,4578.26,56689.96
2024-08-25,4610.72,47468.27
2024-08-26,4605.23,56543.09
2024-08-27,4521.45,60871.56
2024-08-28,4636.85,62645.47
2024-08-29,4621.93,64211.45
2024-08-30,4777.08,71082.16
2024-08-31,4956.66,76540.76
2024-09-01,5114.21,69073.83
2024-09-02,5111.79,86274.07
2024-09-03,5158.92,81437.03
2024-09-04,5276.83,83685.23
2024-09-05,5275.53,80797.4
2024-09-06,5306.97,77713.57
2024-09-07,5028.66,65498.43
2024-09-08,4915.62,56165.45
2024-09-09,5084.25,79490.57
2024-09-10,5114.5,78254.62
2024-09-11,5145.97,75806.41
2024-09-12,4988.13,70296.67
2024-09-13,5079.2,70079.7
2024-09-14,5096.63,65219.02
2024-09-15,4946.03,53280.38
2024-09-16,4923.31,63984.34
2024-09-17,4689.13,59687.43
2024-09-18,4991.37,66289.32
2024-09-19,5006.81,68177.63
2024-09-20,5002.7,65412.69
2024-09-21,4950.98,63704.4
2024-09-22,4905.15,50664.47
2024-09-23,4887.96,66590.44
2024-09-24,4824.49,63656.76
2024-09-25,4812.32,66166.94
2024-09-26,4804.61,66459.08
2024-09-27,4938.88,66716.07
2024-09-28,4956.68,61976.27
2024-09-29,4773.76,50108.87
2024-09-30,5306.08,91327.62
2024-10-01,5465.34,92658.75
2024-10-02,5447.42,77705.0
2024-10-03,5482.69,88839.15
2024-10-04,5448.27,86830.46
2024-10-05,5473.27,84513.18
2024-10-06,5357.65,66431.56
2024-10-07,5507.49,92458.79
2024-10-08,5510.62,85158.96
2024-10-09,5598.86,85547.24
2024-10-10,5589.33,82983.3
2024-10-11,5355.89,69918.71
2024-10-12,5167.94,56546.43
2024-10-13,5068.84,53064.06
2024-10-14,5162.22,75016.77
2024-10-15,5067.63,73329.45
2024-10-16,5202.53,72971.45
2024-10-17,5157.11,70391.28
2024-10-18,5214.61,68930.91
2024-10-19,5262.23,70977.77
2024-10-20,5289.9,57448.79
2024-10-21,5100.34,73501.45
2024-10-22,5105.26,72169.83
2024-10-23,5197.53,72706.64
2024-10-24,5104.26,69192.29
2024-10-25,5179.06,74389.67
2024-10-26,5250.97,68761.95
2024-10-27,5197.99,57620.64
2024-10-28,5325.86,82704.73
2024-10-29,5652.74,87452.79
2024-10-30,5464.63,94276.43
2024-10-31,6441.18,85323.03
2024-11-01,5175.79,74047.52
2024-11-02,5217.82,75055.57
2024-11-03,5047.98,63120.41
2024-11-04,5265.56,89858.79
2024-11-05,5280.91,85256.12
2024-11-06,5294.49,81865.72
2024-11-07,5212.97,77688.12
2024-11-08,5217.96,74332.91
2024-11-09,5311.83,73528.63
2024-11-10,5308.02,62533.33
2024-11-11,5345.5,82436.94
2024-11-12,5260.88,77463.41
2024-11-13,5285.16,75100.7
2024-11-14,5226.87,73219.2
2024-11-15,5032.81,63789.6
2024-11-16,5258.89,69831.22
2024-11-17,5098.52,54171.35
2024-11-18,5094.88,70983.16
2024-11-19,5027.08,69585.3
2024-11-20,5057.32,67834.29
2024-11-21,5086.23,70642.19
2024-11-22,5102.01,66901.25
2024-11-23,4991.83,60675.87
2024-11-24,5005.79,51421.51
2024-11-25,5021.61,71726.73
2024-11-26,4952.67,70195.84
2024-11-27,5038.54,68595.69
2024-11-28,5049.35,71091.2
2024-11-29,5199.23,77537.16
2024-11-30,5351.71,84697.68
2024-12-01,5504.49,75107.21
2024-12-02,5605.05,95915.61
2024-12-03,5553.85,89993.99
2024-12-04,5619.83,90193.49
2024-12-05,5562.69,86499.53
2024-12-06,5480.22,79287.54
2024-12-07,5577.86,79101.01
