bank,market_share,market_share_squared,HHI
the amritsar central coop bank,2.2476462724437344e-07,5.0519137660302136e-14,0.10041754106594854
barclays bank plc,2.2473596271068592e-07,5.0506252935498817e-14,0.10041754106594854
kota nagrik sahkari bank,2.185893654834963e-07,4.778131070247753e-14,0.10041754106594854
the tamilnadu industrial coop bank,2.1828442182918156e-07,4.7648088813300076e-14,0.10041754106594854
the ambala central cooperative bank,2.1809342142946578e-07,4.7564740470810565e-14,0.10041754106594854
chitnavispura coop bank,2.1615603599784506e-07,4.672343189830169e-14,0.10041754106594854
hisar centralcooperative bank,2.160882595810368e-07,4.669413592876154e-14,0.10041754106594854
annasaheb magar sahakari bank maryadit bhosari,2.1559092462460125e-07,4.64794467804905e-14,0.10041754106594854
vaishya nagari sahakari bank ltd parbhani,2.1547508409614838e-07,4.642951186624222e-14,0.10041754106594854
the dhanbad central coop bank,2.113483031391381e-07,4.4668105239793004e-14,0.10041754106594854
the pioneer urban cooperative bank ltd karnataka,2.111111090404532e-07,4.4567900360290117e-14,0.10041754106594854
the karnataka central cooperative bank ltd dharwad,2.1099960090461925e-07,4.45208315819086e-14,0.10041754106594854
sankheda nagarik saha bank,2.0926868399220673e-07,4.379338209983008e-14,0.10041754106594854
the faridabad central co op bank,2.0907958347120997e-07,4.371427222449466e-14,0.10041754106594854
ellaquai dehati,2.088803493794917e-07,4.3631000356898517e-14,0.10041754106594854
krishna mercantile coop,2.0749928495269858e-07,4.305595325588121e-14,0.10041754106594854
merchants co operative bank ltd tiptur,2.0725195271880364e-07,4.295337190575722e-14,0.10041754106594854
the bellary district co op central bank,2.0724177670550846e-07,4.294915401205583e-14,0.10041754106594854
zila sahakari bank ltd bareilly,2.0677129563859657e-07,4.2754368700063904e-14,0.10041754106594854
jhalawar nagrik sahkari bank,2.06233626400344e-07,4.253230865823666e-14,0.10041754106594854
rander peoples coop,2.0607241569267863e-07,4.246584050941614e-14,0.10041754106594854
mahila cooperative ba,2.058102147928483e-07,4.235784451307835e-14,0.10041754106594854
mehsana samaj coop bank,2.0505401206468872e-07,4.204714786382551e-14,0.10041754106594854
the erode dist central coop bank,2.0405480641243108e-07,4.1638364020014724e-14,0.10041754106594854
the rander peoples coop bank,2.0265370323590452e-07,4.1068523435226056e-14,0.10041754106594854
cg rajya sahakari bank,2.024503404090068e-07,4.0986140331722736e-14,0.10041754106594854
the udaipur central cooperative bank,2.0038497895569224e-07,4.015413979107322e-14,0.10041754106594854
dapoli urban coop bank ltd dapoli,1.9982589631583609e-07,3.9930388838427276e-14,0.10041754106594854
liluah coop,1.9535765175781772e-07,3.816461210032878e-14,0.10041754106594854
the merchants souharda sahakara bank n,1.9496495824977305e-07,3.801133494533575e-14,0.10041754106594854
the raddi sahakara bank niyamitha,1.9229534706128112e-07,3.697750050141856e-14,0.10041754106594854
lokvikas nagari sahakari,1.899697492305273e-07,3.608850562270943e-14,0.10041754106594854
irinjalakkuda town coop bank,1.897629567999209e-07,3.6009979773448646e-14,0.10041754106594854
surendranagar district coop bankltd,1.8857118441145854e-07,3.5559091590340305e-14,0.10041754106594854
delhi nagrik sah bank,1.88205444662034e-07,3.542128940043394e-14,0.10041754106594854
rendal sahakari bank ltd rendal,1.8727994517509612e-07,3.5073777864787004e-14,0.10041754106594854
the vyankateshwara sahakari bank,1.8661541400881012e-07,3.4825312745679606e-14,0.10041754106594854
janlaxmi coop,1.864290043613213e-07,3.4755773667153557e-14,0.10041754106594854
reserve bank employees,1.8446304786048686e-07,3.402661602598027e-14,0.10041754106594854
the social coop bank,1.8300698532694727e-07,3.3491556678457495e-14,0.10041754106594854
malda district central co operative,1.8180846057833484e-07,3.305431633786393e-14,0.10041754106594854
the haryana state co op apex,1.769981473736555e-07,3.132834417370627e-14,0.10041754106594854
uma coop bank,1.767282980878551e-07,3.123289134502977e-14,0.10041754106594854
the mansa central coop bank,1.7607239117606102e-07,3.100148693445585e-14,0.10041754106594854
contai,1.7579957131636872e-07,3.090548927501901e-14,0.10041754106594854
vidyasagar central cooperative bank,1.7494654163971254e-07,3.0606292431695674e-14,0.10041754106594854
vijay commercial coop,1.744705672945398e-07,3.043997885207854e-14,0.10041754106594854
the rewari central co operative bank,1.7351446181294422e-07,3.010726845823568e-14,0.10041754106594854
sanmitra mahila nagari sahakari,1.727107230916282e-07,2.982899387083308e-14,0.10041754106594854
jila sahakari kendriya bank maryadit panna,1.715582967851727e-07,2.94322491958294e-14,0.10041754106594854
zila sahkari bank ltd bijnor,1.7096399003539884e-07,2.9228685888823954e-14,0.10041754106594854
the fatehabad central cooperative bank,1.688277459950086e-07,2.850280781775514e-14,0.10041754106594854
apstate cooperative bank,1.6859863818641511e-07,2.842550079831371e-14,0.10041754106594854
anand nagari sahakari bank ltd nagpur,1.668013421881198e-07,2.7822687755758235e-14,0.10041754106594854
gulshan mercantile urban cooperative bank,1.6637668337596417e-07,2.7681200771185833e-14,0.10041754106594854
chhani nagarik sahakari bank,1.6614988541362958e-07,2.760578442296224e-14,0.10041754106594854
the eluru cooperative urban bank,1.657962812291395e-07,2.748840686941192e-14,0.10041754106594854
the villupuram district central coop bank,1.648313679575984e-07,2.7169379862773194e-14,0.10041754106594854
the ichalkaranji merchants coop bank,1.6470331715954596e-07,2.7127182683357988e-14,0.10041754106594854
sahyadri sahbank,1.6466000377230617e-07,2.711291684229588e-14,0.10041754106594854
tehri garhwal zila sahkari bank,1.6310861361720012e-07,2.660441983612508e-14,0.10041754106594854
the kaithal central coop,1.6215226232236553e-07,2.6293356176261243e-14,0.10041754106594854
shriram urban coop bank,1.6025782320707732e-07,2.568256989907085e-14,0.10041754106594854
the naval dockyard coop bank,1.5932109132648082e-07,2.5383210141460842e-14,0.10041754106594854
unimoni financial service pvt,1.576309063082391e-07,2.4847502623556852e-14,0.10041754106594854
the umreth urban co op bank,1.568866242316892e-07,2.4613412862815245e-14,0.10041754106594854
jila sahakari kendriya bank mydtvidisha jvu,1.5497137929362198e-07,2.4016128400167647e-14,0.10041754106594854
shri kanyaka nagari sahakari bank,1.5421701751209433e-07,2.378288849032561e-14,0.10041754106594854
belgaum zilla rani channamma mahila sahakari,1.5389999012727203e-07,2.368520696117443e-14,0.10041754106594854
the moga central co operative bank,1.5247752301768212e-07,2.324939502560778e-14,0.10041754106594854
shripatrao dada sahakari bak,1.5107411551529897e-07,2.2823388378729896e-14,0.10041754106594854
agroha cooperative urban bank,1.5033843721278738e-07,2.2601645703583214e-14,0.10041754106594854
thanjavur central coop bank,1.4982896272437504e-07,2.2448718071062164e-14,0.10041754106594854
thoothukudi dccb,1.4915430852631733e-07,2.224700775196386e-14,0.10041754106594854
the rajputana mahila urban coop bank,1.481440420430341e-07,2.1946657192848253e-14,0.10041754106594854
the cuddalore district central coop bank,1.4527227219228457e-07,2.1104033067909217e-14,0.10041754106594854
jharkhand state,1.444126935261437e-07,2.0855026051475908e-14,0.10041754106594854
hooghly district central cooperative bank,1.4438430204923913e-07,2.0846826678245918e-14,0.10041754106594854
gadhinglaj urban coop bank,1.4394386186463192e-07,2.0719835368504233e-14,0.10041754106594854
the bapunagar mahila coop bank,1.422039923652278e-07,2.022197544460976e-14,0.10041754106594854
agra zila sahkari bank,1.409391038492516e-07,1.986383099383013e-14,0.10041754106594854
suleimani coop bank,1.4034389345024503e-07,1.969640842877373e-14,0.10041754106594854
peoples urban coop bank,1.4008540085079782e-07,1.9623919531528707e-14,0.10041754106594854
the lunawada peoples co op bank ltdlunawada,1.3986094255923337e-07,1.9561083253557176e-14,0.10041754106594854
the janata co operative bank ltd godhra,1.3954650758879546e-07,1.947322778022975e-14,0.10041754106594854
patan cooperative bank,1.386907208654971e-07,1.9235116054191233e-14,0.10041754106594854
pimprichinchwad sahakari bank maryadit,1.3669098631337749e-07,1.868442573932395e-14,0.10041754106594854
the sangrur central coop bank,1.356003723818104e-07,1.8387460990085647e-14,0.10041754106594854
rajsamand urban cooperative bank,1.3043999889974478e-07,1.701459331296542e-14,0.10041754106594854
the chiplun urban co op bank ltdchiplun,1.3005438603655408e-07,1.6914143327345033e-14,0.10041754106594854
the central cooperative bank ltd bikaner,1.2706388989691355e-07,1.614523211573497e-14,0.10041754106594854
the uttarakhand state cooperative bank,1.2623337483458257e-07,1.5934864922128223e-14,0.10041754106594854
the mysore chamarajanagar dist coop cen bank,1.259210937530637e-07,1.5856121851967855e-14,0.10041754106594854
nileshwar cooperative urban bank ltd nib,1.2393609329811134e-07,1.5360155221998157e-14,0.10041754106594854
moti urban coop bank ltd taloda dist dhule,1.2372285521230431e-07,1.5307344901884817e-14,0.10041754106594854
mprajya sahkari bank mydt,1.2348540798763967e-07,1.5248645985873823e-14,0.10041754106594854
aman sahakari bank ltd ichalkaranji,1.2307392594565003e-07,1.5147191247675347e-14,0.10041754106594854
the pachora peoples cooperative bank,1.230701125664401e-07,1.5146252607116235e-14,0.10041754106594854
rajapur urban coop bank ltd rajapur,1.2279306412636977e-07,1.507813659754276e-14,0.10041754106594854
the bharath coop,1.2261474177268185e-07,1.5034374899981454e-14,0.10041754106594854
the sirohi central cooperative bank,1.2158452572642462e-07,1.478279689611961e-14,0.10041754106594854
paraspar sahakari,1.215465592909376e-07,1.4773566075465408e-14,0.10041754106594854
the panipat central,1.214963599067956e-07,1.4761365470601608e-14,0.10041754106594854
jain sahakari bank ltdjnb,1.1868650779653542e-07,1.4086487132937063e-14,0.10041754106594854
jansewa urban coop bank,1.1817751549495214e-07,1.3965925168559653e-14,0.10041754106594854
swatantrya senani ltkurundwad urban coop bank lt,1.1783248404119904e-07,1.3884494295319425e-14,0.10041754106594854
the raj laxmi mahila urban cooperative bank jaipur,1.17580179286995e-07,1.3825098561161888e-14,0.10041754106594854
uttarkashi zila sehkari bank ltd uttarkashi,1.1699589369247734e-07,1.3688039140901459e-14,0.10041754106594854
basoda nagrik sahkari bank,1.1684733022651689e-07,1.3653298581064688e-14,0.10041754106594854
the belgaum industrial coop,1.1633824675465298e-07,1.3534587657946523e-14,0.10041754106594854
the payyanur co operative town bank ltd payyanur,1.1554340175993497e-07,1.3350277690257745e-14,0.10041754106594854
the sambalpur district co op central bank,1.1452026772070894e-07,1.311489171882285e-14,0.10041754106594854
drappasaheburfsarepatiljaysingpurudgaonbankltd,1.1378487043296282e-07,1.2946996739446138e-14,0.10041754106594854
rajdhani nagar sahkari bank,1.137059798212399e-07,1.2929049847108215e-14,0.10041754106594854
the alnavar urban cooperative bank,1.132866689645465e-07,1.2833869365082743e-14,0.10041754106594854
belagavi shree basaveshwar coop bank,1.1274207405896815e-07,1.271077526311786e-14,0.10041754106594854
gujarat mercantile coop bank,1.1176928895660136e-07,1.249237395386425e-14,0.10041754106594854
the chikmagalur district co op central bank,1.1021541227846446e-07,1.2147437103711895e-14,0.10041754106594854
sindhudurg sahakari bank ltd mumbai,1.1018438398497855e-07,1.2140598474149197e-14,0.10041754106594854
the uttarsanda peoples coop bank ltd uttarsanda,1.0920200224868342e-07,1.1925077295121458e-14,0.10041754106594854
the faridkot central co operative bank,1.0878644605419351e-07,1.1834490845101954e-14,0.10041754106594854
the vaish coop adarsh bank,1.0784395534247668e-07,1.1630318703910105e-14,0.10041754106594854
godavari laxmi coop bank ltd jalgaon,1.0771851536014966e-07,1.1603278551394798e-14,0.10041754106594854
nagarik samabay bank,1.0760151965763996e-07,1.1578087032633478e-14,0.10041754106594854
noble cooperative bank,1.0700313096466816e-07,1.1449670036241926e-14,0.10041754106594854
the tirunelveli dist central coop,1.063793325289776e-07,1.1316562389310791e-14,0.10041754106594854
the taran taran central coop bank,1.0557407932949731e-07,1.114588622627099e-14,0.10041754106594854
commercial coop,1.0452236014522659e-07,1.0924923770328451e-14,0.10041754106594854
ahmednagar zilla prathmik shikshak sahakari bank l,1.0447426623296859e-07,1.0914872304917201e-14,0.10041754106594854
the virudhunagar dist central coop bank,1.04077293696194e-07,1.0832083063123823e-14,0.10041754106594854
the limbasi urban coop bank,1.036909928379286e-07,1.0751821995715359e-14,0.10041754106594854
shrimant malojiraje sahakari bank ltd phaltan,1.0209039974324743e-07,1.0422449719736055e-14,0.10041754106594854
the pali central co operative,1.0168140795235254e-07,1.0339108723172741e-14,0.10041754106594854
the bhiwani central coop bank,1.0105804608250396e-07,1.0212728678013494e-14,0.10041754106594854
the kanyakumari district central coop bank,1.0079143607797053e-07,1.015891358665962e-14,0.10041754106594854
the rajajinagar cooperative bank,9.943781679729716e-08,9.887879409412833e-15,0.10041754106594854
vidyasagar central co operative bank ltd midnapore,9.904397437643119e-08,9.809708860279159e-15,0.10041754106594854
pithoragarh zila sahkari bank,9.855137642703712e-08,9.712373795663568e-15,0.10041754106594854
navsarjan industrial coop bank,9.843787525868239e-08,9.690015285443915e-15,0.10041754106594854
the bihar state cooperative bank,9.771113694899778e-08,9.547466283865798e-15,0.10041754106594854
the imphal urban co opeerative bank,9.761344669083167e-08,9.528384974863837e-15,0.10041754106594854
dindigul central coop bank,9.681923334006868e-08,9.373963944558666e-15,0.10041754106594854
the citizens coop bank ltd jammu,9.671764715953422e-08,9.354303272076158e-15,0.10041754106594854
the kapadwanj peoples co op bank ltdkapadwanj,9.648558772804033e-08,9.309468639225368e-15,0.10041754106594854
shramik nagrik sahkari bank,9.544304268768699e-08,9.10937439748364e-15,0.10041754106594854
nashik zilha sarkari and parishad karmachari,9.493323303199118e-08,9.012318733906341e-15,0.10041754106594854
the ramanathapuram dist central coop bank,9.422082716838414e-08,8.877564272294516e-15,0.10041754106594854
zila sahkari bank ltd kotdwara,9.380577383235971e-08,8.799523204287822e-15,0.10041754106594854
the nagaland state,9.333967324053202e-08,8.71229460064929e-15,0.10041754106594854
raipur urban mer coop,9.325205305651192e-08,8.695945399254515e-15,0.10041754106594854
the waghodia urban coop bank,9.268416472972063e-08,8.590354391645989e-15,0.10041754106594854
murshidabad district central cooperative bank,9.211694116929822e-08,8.48553085038795e-15,0.10041754106594854
shree bhav nag sah,9.199000601826613e-08,8.462161207240639e-15,0.10041754106594854
the gozaria nagrik sahakari bank,9.082221351662929e-08,8.2486744680602e-15,0.10041754106594854
jivaji sahakari bank ltd ichalkaranji,9.003167218931996e-08,8.105701997205169e-15,0.10041754106594854
laxmi mahila nagrik sahakari,8.967314722335632e-08,8.041273332941737e-15,0.10041754106594854
the prathamik shikshak sahakari bank ltdkolhapur,8.897815758381302e-08,7.917112527009862e-15,0.10041754106594854
pandharpur merchants co operative bank,8.891445092230146e-08,7.905779582814355e-15,0.10041754106594854
the balasore bhadrak central coop bank,8.844959275556459e-08,7.823330458625224e-15,0.10041754106594854
maninagar coop bank ltdahmedabad,8.800982214079319e-08,7.74572879325405e-15,0.10041754106594854
mamasaheb pawar satyavijay coop bank kundai,8.795076650187494e-08,7.735337328267327e-15,0.10041754106594854
chamoli zila sahakari bank,8.725993871992496e-08,7.61429690540506e-15,0.10041754106594854
the dhule and nandurbar district central coop,8.653447516911616e-08,7.488215392794383e-15,0.10041754106594854
the gokak urban cooperative credit bank,8.54715574066382e-08,7.305387125516249e-15,0.10041754106594854
mangal cooperative bank ltd mumbai,8.546393502152409e-08,7.304084189363292e-15,0.10041754106594854
patan urban coop bank,8.521580103880975e-08,7.261732746686009e-15,0.10041754106594854
raiganj central co operative,8.490382109404227e-08,7.208658836369137e-15,0.10041754106594854
the urban cooperative bank ltd perinthalmana,8.445488092373984e-08,7.132626911843075e-15,0.10041754106594854
porbandar commercial coop bank,8.436968142418619e-08,7.118243143618667e-15,0.10041754106594854
hindon mercantile,8.413623661068954e-08,7.078906311009935e-15,0.10041754106594854
the nalgonda district cooperative central bankltd,8.336279509996924e-08,6.949355606879455e-15,0.10041754106594854
nasik zila mahila sahakari bank,8.24214954568732e-08,6.79330291334737e-15,0.10041754106594854
shri shantappanna miraji urban coop bank,8.149389998549599e-08,6.641255734846022e-15,0.10041754106594854
bantra coop bank,8.091142680358271e-08,6.5466589873915225e-15,0.10041754106594854
the shahada peoples co op bank ltd shahada,8.058484594434107e-08,6.493917395873183e-15,0.10041754106594854
the maharaja cooperative urban bank,8.03738174055353e-08,6.459950524338329e-15,0.10041754106594854
yeshwant urban co op bank ltd udgir,7.983817816977056e-08,6.374134693468029e-15,0.10041754106594854
the tirupati cooperative banklimited,7.948237017376215e-08,6.317447168438955e-15,0.10041754106594854
shree morbi nagrik sahakari bank,7.941763807959708e-08,6.307161238141868e-15,0.10041754106594854
the udgir urban co operative bank ltd udgir,7.91408723510393e-08,6.263277676483496e-15,0.10041754106594854
sri kannikaparameshwari co op bank,7.842674892537676e-08,6.150754947004085e-15,0.10041754106594854
the mugberia central co op bank,7.776798430921518e-08,6.047859383518338e-15,0.10041754106594854
the chittorgarh kendriya sahakari bank,7.735448127422545e-08,5.983715773204496e-15,0.10041754106594854
kohinoor sahakari bank ltd ichalkaranji,7.732041362884821e-08,5.978446363736177e-15,0.10041754106594854
sihor mercantile coopbank,7.705800878480419e-08,5.93793671787896e-15,0.10041754106594854
the vijapur nagrik sahakari abank ltdvijapur,7.622482617326252e-08,5.810224125144087e-15,0.10041754106594854
jain coop bank,7.613522901607378e-08,5.796573097330004e-15,0.10041754106594854
dahanu road janata coop bank,7.49917117547353e-08,5.6237568319053045e-15,0.10041754106594854
the yamuna nagar central cooperative bank,7.49618339035328e-08,5.619276542180839e-15,0.10041754106594854
northern railway multi state primary coop,7.36750052535399e-08,5.4280063991091326e-15,0.10041754106594854
the gauhati coop,7.3633054640941e-08,5.421826735755803e-15,0.10041754106594854
the lunawada nagrik sahakari bank ltdlunawada,7.28551479133763e-08,5.307872577479939e-15,0.10041754106594854
the ambika mahila sahakari bank,7.22728848652187e-08,5.2233698867411576e-15,0.10041754106594854
bankura district central cooperative bank,7.212053798794662e-08,5.201371999670852e-15,0.10041754106594854
niphad urban coop bank ltd niphad,7.194435714409377e-08,5.175990524876917e-15,0.10041754106594854
the mehmadabad urban peoples co op bank,7.029914533795255e-08,4.941969835246576e-15,0.10041754106594854
the sivagangai district central co op bank,6.98788136847877e-08,4.883048601993273e-15,0.10041754106594854
the balusseri cooperative urban bank ltd noll,6.9057078451923e-08,4.768880084315049e-15,0.10041754106594854
the district co op central bank ltd srikakulam,6.900301801236925e-08,4.761416494815355e-15,0.10041754106594854
padmavathi cooperative urban,6.879395600337365e-08,4.73260838259411e-15,0.10041754106594854
the chanasma nagrik sahakari bank,6.844973903599162e-08,4.685366774095355e-15,0.10041754106594854
the accountant general office employees cooperativebank,6.752302317261453e-08,4.559358658369439e-15,0.10041754106594854
sikkim state co operative,6.749754328971912e-08,4.555918350147506e-15,0.10041754106594854
the chandwad merchants co op bank,6.711703940353548e-08,4.5046969782957344e-15,0.10041754106594854
darjeeling district central cooperative bank,6.707981929776409e-08,4.4997021570206835e-15,0.10041754106594854
mobilepe fintech private,6.702022684154187e-08,4.4917108058917296e-15,0.10041754106594854
indore paraspar sahakari,6.695201875794995e-08,4.482572815764882e-15,0.10041754106594854
shree talaja nagarik sahakari bank,6.680004511722925e-08,4.462246027663863e-15,0.10041754106594854
jila sahakari kendriya bank maryadit seoni,6.655223956260591e-08,4.429200590798487e-15,0.10041754106594854
davanagere district central cooperative bank,6.640319116156414e-08,4.40938379643923e-15,0.10041754106594854
sanmitra urban co operative bank ltd akola,6.536738469230398e-08,4.272894981511657e-15,0.10041754106594854
the kendrapara urban cooperative bank,6.511468194338061e-08,4.239921804587617e-15,0.10041754106594854
siddheshwar urban cooperative bank maryadit,6.507526005740775e-08,4.234789471539248e-15,0.10041754106594854
nidhi co operative bank ltd nid,6.493808642411226e-08,4.216955068425473e-15,0.10041754106594854
sahyog urban coop bank,6.417111135971818e-08,4.117931533141352e-15,0.10041754106594854
district cooperative central bank vishakhapatnam,6.410215496288944e-08,4.109086270886291e-15,0.10041754106594854
standard urban coop bank aurangabad,6.389094735752717e-08,4.082053154242308e-15,0.10041754106594854
navanagara urban coop bank,6.375984062247864e-08,4.065317276203877e-15,0.10041754106594854
the nilgiris dist central coop,6.36236299289706e-08,4.0479662853386044e-15,0.10041754106594854
warangal urban coop bank,6.36044616582603e-08,4.045527542837104e-15,0.10041754106594854
the pudukkottai district central coop bank,6.351831133512686e-08,4.0345758748661044e-15,0.10041754106594854
manmandir cooperative bank,6.258286575606555e-08,3.9166150862417225e-15,0.10041754106594854
janata sahakari bank ltd amravati,6.144845981120858e-08,3.775913213169716e-15,0.10041754106594854
bharat heavy electricals employees coop bank,6.143560069120525e-08,3.7743330322892185e-15,0.10041754106594854
the chikmagalur district central coop bank,6.135995282593686e-08,3.765043810801197e-15,0.10041754106594854
swarna bharathi sahakara bank niyamita,6.085055230135639e-08,3.702789715380109e-15,0.10041754106594854
the gandhi coop urban bank,6.043053005359751e-08,3.651848962558752e-15,0.10041754106594854
sadguru nagrik sah,5.840903390826506e-08,3.411615242096858e-15,0.10041754106594854
sir m vishweshwaraiah sahakar bank niyamitha,5.84029361817974e-08,3.4109029546551e-15,0.10041754106594854
the mandvi mercantile coop bank,5.83433951776366e-08,3.4039517608538695e-15,0.10041754106594854
zila sahakari bank ltd jhansi,5.662240777224267e-08,3.206097061926127e-15,0.10041754106594854
shri shiveshwar nagari sahakari bank,5.60573701238523e-08,3.1424287452025683e-15,0.10041754106594854
the district co op central bank ltd kakinada,5.594415897975081e-08,3.1297489239516337e-15,0.10041754106594854
the chitradurga district cooperative central,5.5194403699130265e-08,3.0464221997025646e-15,0.10041754106594854
daivadnya sahakara bank niyamit karnataka,5.497556618083256e-08,3.0223128769031004e-15,0.10041754106594854
nagar sahakari bank ltd maharajganj,5.4863081316154315e-08,3.0099576915029608e-15,0.10041754106594854
shree coop bank,5.476202774690301e-08,2.998879682952575e-15,0.10041754106594854
vakrangee,5.472606624506387e-08,2.994942326659119e-15,0.10041754106594854
the chopda peoples coop bank ltdchopda,5.4672756651918575e-08,2.9891103199199067e-15,0.10041754106594854
sihor nagarik sahakari,5.464089879252107e-08,2.9856278208545304e-15,0.10041754106594854
the halol urban coop bank,5.399747750130265e-08,2.9157275765036862e-15,0.10041754106594854
banda urban coop bank,5.380576174347908e-08,2.895059996796037e-15,0.10041754106594854
loknete dattaji patil sahakari bank ltd lasalgaon,5.342937880177723e-08,2.8546985191438022e-15,0.10041754106594854
the hanumangarh kendriya sahakari bank,5.3002962207492065e-08,2.8093140027688323e-15,0.10041754106594854
balageria central co operative bank,5.284410204411655e-08,2.7924991208490033e-15,0.10041754106594854
janata urban coop bank ltd wai,5.283490068055311e-08,2.7915267299239116e-15,0.10041754106594854
alibag co op urban bank ltd alibag,5.251743947814107e-08,2.7580814493402103e-15,0.10041754106594854
the shedbal urban,5.248910602520543e-08,2.7551062513252573e-15,0.10041754106594854
emirates nbd,5.246457010720813e-08,2.7525311165341565e-15,0.10041754106594854
the mahila urban co op bank ltd gondia,5.222750871325944e-08,2.7277126663935905e-15,0.10041754106594854
wardha zilla parishad employees urban coop,5.216356398141077e-08,2.7210374072427353e-15,0.10041754106594854
the talod nagrik sahakari bank ltd talod,5.1618522401201755e-08,2.6644718548833675e-15,0.10041754106594854
the utkal cooperative banking society,5.0651046253013357e-08,2.5655284865248985e-15,0.10041754106594854
the ojhar merchants coop,5.033028937041892e-08,2.5331380281101038e-15,0.10041754106594854
adv shamraoji shinde satyashodhak sahakar bank,4.957971061783739e-08,2.4581477049484976e-15,0.10041754106594854
the warangal district coop central bank,4.890054699192111e-08,2.391263496109085e-15,0.10041754106594854
pragati mahila nagrik sahkari,4.8836368108982025e-08,2.3849908500759965e-15,0.10041754106594854
the mehsana jilla panchayat karmachari coop,4.840436125897886e-08,2.3429821888897336e-15,0.10041754106594854
the chanasma commercial cooperative bank,4.820408639219026e-08,2.323633944905742e-15,0.10041754106594854
shree botad mercantile cooperative bank,4.812957317272939e-08,2.3164558137891125e-15,0.10041754106594854
the kalwan merchants co op bank ltd kalwan,4.808895307267991e-08,2.3125474076264104e-15,0.10041754106594854
yadrav cooperative bank,4.785461835121171e-08,2.2900644975401285e-15,0.10041754106594854
the accountant general office employees co op,4.665432755181522e-08,2.1766262793120647e-15,0.10041754106594854
youth development coop bank,4.5811649489823123e-08,2.098707228978411e-15,0.10041754106594854
samarth urban coop bank ltd osmanabad,4.574049245988951e-08,2.092192650473209e-15,0.10041754106594854
the bodeli urban co op bank ltd bodeli,4.451400304989354e-08,1.9814964675259312e-15,0.10041754106594854
jaihind urban coop bank ltd wakad,4.413570417012051e-08,1.947960382592393e-15,0.10041754106594854
the dhrangadhra peoples cooperative bank,4.3910579821703516e-08,1.928139020278196e-15,0.10041754106594854
a b e coop bank,4.363661635451162e-08,1.9041542868708314e-15,0.10041754106594854
dakshin dinajpur district central,4.300098552195488e-08,1.8490847558593732e-15,0.10041754106594854
the amalner coop urban bank,4.2958639710684567e-08,1.845444725792405e-15,0.10041754106594854
the idar nagarik sahakari bank,4.2872122029869784e-08,1.838018847344046e-15,0.10041754106594854
the azad coop bank ltd gadag,4.27792273762624e-08,1.8300622949099586e-15,0.10041754106594854
sri ganesh co operative bank,4.240256456689164e-08,1.7979774818494147e-15,0.10041754106594854
the jaipur central coop bank,4.232243910569489e-08,1.791188851855252e-15,0.10041754106594854
the kodoli urban coop bank,4.2089729127050195e-08,1.7715452979884576e-15,0.10041754106594854
hamirpur district co operative bank ltd mahoba,4.169634908169937e-08,1.738585526742932e-15,0.10041754106594854
shree basaveshwar urban cooperative bank ltd raneb,4.091681608184908e-08,1.6741858382758635e-15,0.10041754106594854
the sundargarh district central cooperative bank l,4.078184951017892e-08,1.6631592494708805e-15,0.10041754106594854
anandeshwari nagarik sahakari bank maryaditujjain,4.020539834635869e-08,1.616474056189382e-15,0.10041754106594854
shri baria nagrik sahakari bank,3.995904023644292e-08,1.5967248966176643e-15,0.10041754106594854
yadrav cooperative bank ltdyadrav,3.948257271143214e-08,1.5588735479135256e-15,0.10041754106594854
the cooperative city bank,3.932737955296272e-08,1.5466427825027901e-15,0.10041754106594854
pilibhit district cooperative bank,3.929363861503163e-08,1.5439900356087047e-15,0.10041754106594854
zila sahkari bank ltd mirzapur,3.860116577708946e-08,1.4900499993503425e-15,0.10041754106594854
kadapa dist coop central,3.859762196557703e-08,1.4897764213975943e-15,0.10041754106594854
the sankheda nagarik sahakari bankltd,3.841003422599752e-08,1.4753307292423008e-15,0.10041754106594854
the ghoti merchants co op bank ltdghoti,3.8273821525070465e-08,1.4648854141329473e-15,0.10041754106594854
the sevalia urban coop bank,3.807630105226317e-08,1.4498047018225777e-15,0.10041754106594854
parashwanath coop,3.806488911409112e-08,1.4489357832680527e-15,0.10041754106594854
astha mahila nagrik sahakari bank maryadit,3.799016365786417e-08,1.4432525347513038e-15,0.10041754106594854
george town cooperative bank,3.794166871586048e-08,1.439570224944106e-15,0.10041754106594854
the manipur state co operative bank,3.7755707176873046e-08,1.4254934244257828e-15,0.10041754106594854
transport coop,3.7500486742128255e-08,1.4062865058965371e-15,0.10041754106594854
the vani merchants co op bank ltdvani,3.7115282651585226e-08,1.3775442063070632e-15,0.10041754106594854
pryadarshini urban coop bank ltd kalamb,3.711144764482511e-08,1.377259546294595e-15,0.10041754106594854
the kheda peoples coop bank,3.705057464644845e-08,1.3727450816320485e-15,0.10041754106594854
the berhampore coop central bank,3.683264761216727e-08,1.3566439301220912e-15,0.10041754106594854
the dist coop central bank mahabubnagar,3.670963106255893e-08,1.3475970127491915e-15,0.10041754106594854
jila sahakri kendriya bank maryadit bhind,3.6497461210446736e-08,1.3320646748080642e-15,0.10041754106594854
the dharmaj peoples co op bank,3.6390554485278835e-08,1.3242724557460475e-15,0.10041754106594854
the vita urban co op bank ltd vita,3.634999587438588e-08,1.3213222000678704e-15,0.10041754106594854
mann deshi mahila sahakari bank ltdmhaswad,3.6181452829757495e-08,1.3090975288719667e-15,0.10041754106594854
