,remitter_value,remitter_value,beneficiary_value,beneficiary_value,remitter_cv,beneficiary_cv,avg_cv
,mean,std,mean,std,,,
entity name,,,,,,,
shri arihant coop bank,21.387209357894736,7.013315720257948,20.121351044736844,10.631561577335265,0.32792102994349276,0.5283721532265683,0.42814659158503054
shri baria nagrik sahakari bank,0.83603855,0.3288088251817537,0.6147043,0.7693351477794447,0.3932938561047857,1.2515532228739,0.8224235394893428
shri basaveshwar sahakari bank nyt bagalkot,18.772419388421053,2.698357194745072,16.691819922631577,2.6226538511781348,0.14374051308535307,0.15712210312203367,0.15043130810369337
shri bharat urban cooperative bank ltd jaysingpur,12.431220535777777,2.8713820562602876,10.179733986722223,2.377031945324882,0.23098150724591224,0.23350629283882335,0.23224390004236778
shri bhausaheb thorat amrutvahini sahakari bank lt,0.0,,4.0052433,,,,
shri chatrapati shivaji maharaj sahakari bank niya,2.8297183214736843,0.8560758481420646,3.0428317891578947,0.5418658142715976,0.30253041147085985,0.1780794509254024,0.24030493119813112
shri chhani nagrik sahkari bank,2.248531871611111,0.7464943060533318,2.184012706111111,0.6969893041240122,0.3319918723315476,0.31913244010612135,0.32556215621883444
shri chhatrapati rajarshi shahu urban coop,96.85142566,,84.37085407,,,,
shri chhatrapati rajarshi shahu urban coop bank ltd beed,244.00080781666668,21.02218027911447,216.18036192222223,18.882437282102714,0.08615619131437371,0.08734575663674886,0.08675097397556128
shri d t patil co op bank,0.0,,0.6447682,,,,
shri d t patil cooperative bank ltd chikodi,1.3670435567777777,0.6161192382237755,1.347806959,0.6112591225452418,0.45069466526437085,0.4535212690983308,0.4521079671813508
shri durgadevi mahila sahakari bank niyamith,0.6781374675555556,0.34019978713862253,0.5189807495000001,0.26890152248934535,0.5016678821256135,0.5181339052525787,0.5099008936890961
shri gajanan maharaj urban coop bank ltd bhokardan,13.705451804736844,7.3147049576282,12.32703184436842,6.2364722230656575,0.5337076852220304,0.5059183996441753,0.5198130424331029
shri gajanan nagari sahakari bank,0.0,,3.58237823,,,,
shri ganesh sahakri bank ltd pune,10.74838468,,15.1102887,,,,
shri gowardhansinghi raghuvanshi sahakri bank,0.0,,0.530156077,,,,
shri gurusiddheshwar coop bank,0.0,,0.1969186,,,,
shri janata sahakari bank ltdhalol,5.317516667421053,0.613884771932086,4.504821590894737,0.6404490715469456,0.11544576356350464,0.14216968610731176,0.1288077248354082
shri kadasiddeshwar pattan sahakari bank niyamit,0.790495112,,0.1908144,,,,
shri kanyaka nagari sahakari bank,0.806647075,0.7827152582154157,5.7404446262499995,12.414586383385538,0.9703317379727877,2.1626524061596055,1.5664920720661966
shri laxmikrupa urban co operative bank ltd pune,1.1961442178461539,0.8307278809018713,1.1826747574615384,0.7163717811761066,0.6945047833761449,0.6057217139847543,0.6501132486804495
shri mahalaxmi cooperative bank ltd kolhapur,8.99776153288889,1.829922700441104,6.715133650055556,1.3190305512278109,0.2033753277137114,0.19642655231692943,0.1999009400153204
shri mahant shivayogi sahakari bank,0.0,,0.0961173,,,,
shri mahaveer urban coop bank,0.0,,131.1796957,,,,
shri mahavir urban cooperative bank,4.340131833333333,4.267234280980001,4.377468722222222,3.9027565386819267,0.9832038391568062,0.8915555510127534,0.9373796950847798
shri mahila sewa sahakari bank,10.616266395842105,2.4470421993186826,11.397959562263157,3.0573106365209535,0.2304993213317513,0.26823315347101473,0.24936623740138303
shri narsinha saraswati sahakri bank,0.0,,0.0061,,,,
shri panchaganga nagri sah bank,13.57905083,,13.18423054,,,,
shri rajkot district cooperative bank,118.4396289388889,23.721397005805944,96.38353140111111,19.847596584922524,0.20028260151039,0.20592311047749928,0.20310285599394465
shri rukmini sahakari bank,1.8131812131578946,1.7920910129046335,2.3123536952631576,1.579525570305195,0.9883683990876291,0.6830813009016931,0.835724849994661
shri shantappanna miraji urban coop bank,3.410094015,,0.8180041,,,,
shri sharan veereshwar sahakari bank niya nalatwad,0.0,,0.0106505,,,,
shri shiddeshwar co operative bank,11.3778215,,9.349575292,,,,
shri shivayogi murughendra swami urban coop bank,0.0226679,0.0332575689802086,0.152386425,0.2673163792172286,1.4671658592198042,1.754200738138116,1.61068329867896
shri shiveshwar nagari sahakari bank,2.345708113,,2.1499628,,,,
shri shiveshwar nagari sahakari bank ltd basmath,2.0616510900000002,0.869313869493277,2.5527129000000004,0.8282909636148735,0.4216590642858375,0.32447478273599567,0.3730669235109166
shri siddeshwar cooperative bank ltd ranebennur,0.0,,0.8533505,,,,
shri swami samarth sahakari bank,9.184564815266667,5.692837777587692,8.975912976066667,3.8463198055137933,0.6198266213032767,0.4285157193223244,0.5241711703128006
shri veer pulikehi co operative bank,0.109854264,,0.0,,,,
shri veershaiv coop bank ltd kolhapur,0.0,,53.46994271,,,,
shri veershaiv cooperative bank,46.191221633333335,6.448008121359686,38.58101421055555,5.164846275674699,0.13959379928385698,0.13387015301069058,0.13673197614727378
shri vijay mahantesh co operative bank,0.0,,0.7229674,,,,
shri vinayak sahakari bank,0.5502714,,0.369946333,,,,
shri vyankatesh co op bank,0.5742112,,0.6882213,,,,
shri warana sahakari bank,34.66627094105263,10.640664224107205,32.25782099052631,7.422011337441155,0.3069457410692038,0.2300840884330315,0.26851491475111766
shri yashwant sahakari bank maryadit kuditre,5.486281452555556,1.5717003808419652,5.124964114333333,1.3535109726294117,0.2864782629972172,0.264101551237004,0.2752899071171106
shrikrishna co operative bank,11.3436463,,12.86445831,,,,
shrikrishna cooperative bank ltd umrer,6.264759301222223,1.7994795391532687,5.745585381722222,1.604177862494225,0.2872384161355089,0.2792018142481032,0.283220115191806
shrimant malojiraje sahakari bank ltd phaltan,4.27194994,,5.071620898,,,,
shripatrao dada sahakari bak,6.321662569,,5.821591385,,,,
shriram urban coop bank,6.705952763,,12.57895279,,,,
shriram urban cooperative bank,1.408855015882353,0.8111427186846705,1.3268861325294117,0.7432528738841642,0.5757460558683956,0.5601481963394394,0.5679471261039175
shubhlaxmi mahila coop,0.6212626,,2.67076931,,,,
siddaganga urban co operative bank,0.0,,2.3227777,,,,
siddheshwar sahakari bank ltd latur,0.0,,3.376456482,,,,
siddheshwar urban coop bank maryadit sillod,9.399483483941177,4.713896920407066,10.142235024235294,4.697877175770311,0.5015059527963065,0.4631993997915191,0.48235267629391276
siddheshwar urban cooperative bank maryadit,2.7230597,,7.401461,,,,
siddheswar sah,0.0,,43.96247583,,,,
sihor mercantile coopbank,3.22447514,,2.263019958,,,,
sihor nagarik sahakari,2.286436187,,4.8392369,,,,
sikar kendriya sahakari bank,0.0,,2.996884593,,,,
sikkim state co operative,0.9414731999999999,1.5753903647816434,4.1348081,6.539281818830344,1.6733247051340852,1.5815200272124708,1.627422366173278
sindhudurg district central co op bank ltd sindhudurg,83.74733341833333,15.251882544882045,71.1095324111111,14.324481649963033,0.18211782897845938,0.20144249532042746,0.19178016214944343
sindhudurg district central coop bank,34.81806125,,31.79724163,,,,
sindhudurg sahakari bank ltd mumbai,4.6106409,,4.18597,,,,
sir m vishweshwaraiah sahakar bank niyamitha,2.4438578,,1.3381672,,,,
sivagangai district central,8.048067482555556,3.1927619583182807,8.7342855175,3.290247935128796,0.3967116286286981,0.37670487511960316,0.3867082518741506
slice small finance,2752.0266058,516.4207624238114,2694.0351746,529.1798151285143,0.187651079148521,0.1964264684135332,0.1920387737810271
smart payment solutions pvt,2.2108361650000004,1.8149769533848967,0.033356328799999994,0.03220708439360395,0.8209459308283463,0.9655464360815378,0.8932461834549421
smriti nagrik sahakari bank maryadit,0.0,,11.59707682,,,,
smriti nagrik sahakari bank maryadit mandsaur,49.72415999611111,8.755461108561446,45.23451064222222,8.134349929851695,0.1760806237701392,0.17982619496405106,0.17795340936709514
societe generale,0.0,,0.207878,,,,
solapur dcc,57.11791581,,40.02333854,,,,
solapur janata sahakari bank,95.45754315,,131.8485412,,,,
solapur siddheshwar sahakari bank,2.0197914999999997,1.6661989926027312,2.5085651285714285,1.8403577896698327,0.8249361345479131,0.7336296629132667,0.77928289873059
solapur social urban coop bk,0.0,,40.95664177,,,,
sonali bank plc,0.4025007,,3.511686956,,,,
sonbhadra nagar sahkari bank,0.0,,0.8579818,,,,
sonebhadra nagar sahkari,2.787574188333333,1.2758263882048957,2.7258102579444445,1.2005666875012873,0.45768338419279936,0.4404439685419059,0.4490636763673526
soubhagya mahila souhardha sahakari bank niyamith,0.0,,0.2555174,,,,
south indian bank,2600.435708,,3001.599216,,,,
spice money,10.109855866833334,10.771901600953406,6.705480244444445,7.48678112502304,1.0654851802874854,1.1165167671958933,1.0910009737416893
sree charan souhardha coop bank,26.42863393,,34.78827366,,,,
sree charan souhardha cooperative bank,6.4663329876111115,0.5613930273107124,5.604205692055555,0.5626000901870706,0.08681783452635193,0.10038890809889521,0.09360337131262357
sree harihareshwara urban cooperative bank,0.0,,0.0207235,,,,
sree mahayogi lakshmamma coop,6.584964388333333,14.79352791360496,1.5854983961666667,1.5424385885307683,2.246561566804347,0.9728414688151019,1.6097015178097243
sree subramanyeswara co op bank,9.82144945,,14.29877942,,,,
sree thyagaraja cooperative bank,20.14716612,,15.7599551,,,,
sree tukaram cooperative bank,0.9448176,,1.0563353,,,,
sreenidhi souharda sahakari bank niyamitha,9.417710793777779,1.884024245100088,8.499731036888889,1.8801581771245768,0.20005118933412677,0.22120207909693587,0.21062663421553132
sri ambabhavani urban co op bank,0.0,,0.3837756,,,,
sri basaveshwar pattana sahakari bank niya sindgi,0.0,,0.0049,,,,
sri basaveshwar sahakar bank niyamita,0.0,,3.4643651,,,,
sri basaveshwara pattana sahakara bank niyamitha,0.0,,0.02765,,,,
sri bhagwathi cooperative urban,0.0,,1.6791503,,,,
sri channabasavaswamy souharda sahakari bank niyam,0.0,,0.5743327,,,,
sri ganapathi urban co op bank,1.5036950857058824,0.6930542110980304,1.411437213882353,0.6721857942532508,0.46090076218656306,0.47624207980481886,0.46857142099569093
sri ganapathi urban co operative bank,0.0,,2.3123504,,,,
sri ganesh co operative bank,1.774325829,,26.7565733,,,,
sri gokarnanath cooperative bank,1.3408227960555557,0.8104344855911444,1.9926704881111112,0.9236694025134534,0.6044307181942966,0.4635334381797447,0.5339820781870206
sri kamalambika coop urban bank,0.0,,0.0202764,,,,
sri kannikaparameshwari co op bank,3.281749765,,4.3181797,,,,
sri kanyakaparameshwari cooperative bank,0.3048232785,0.4310852145817311,1.7895736999999998,1.3111581230266927,1.4142135623730951,0.7326650604144958,1.0734393113937954
sri krishnarajendra coop bank,0.0,,0.2350832,,,,
sri lakshmi mahila sahakara bank niyamitha,0.0,,0.2498713,,,,
sri lakshmi narayana coop urban bank,0.0,,0.1654248,,,,
sri lakshminarayana cooperative bank,0.0,,0.5319702,,,,
sri potti sri ramulu nellore dst co op central ban,0.736319184,,1.063901,,,,
sri rama,0.9619682716666667,0.2113095610852384,1.3397532173888889,0.2537484201454115,0.21966375327445276,0.1893993735950523,0.20453156343475254
sri satya sai nagrik sahakari bank mydl,0.6625146,,1.80469796,,,,
sri seetharaghava souharda sahakara bank niyamitha,1.6873610072105265,0.586600358884268,1.4690175348421053,0.31463033816637154,0.34764366153868326,0.2141773877465588,0.280910524642621
sri siddarameshwara sahakara bank niyamitha,0.0,,0.4066601,,,,
sri sudha cooperative bank,5.029041664,1.8776640991490932,6.295807440842105,1.555603442065078,0.37336419632197604,0.2470856131929292,0.3102249047574526
sri vasavamba coop bank,10.524071056,2.632536365071035,10.425347490947368,2.524341117420864,0.2501442978732236,0.2421349618909895,0.24613962988210655
sriramnagar pattana sahakara bank niyamith,0.0,,0.0774906,,,,
stambhadri coop urban bank,0.0,,0.1836934,,,,
standard chartered,4000.2447831578947,436.652789839021,2594.2910788421054,277.3654752644188,0.10915651754048816,0.1069137837024108,0.10803515062144947
standard urban coop bank aurangabad,0.3341878,0.3528789204630798,0.1456140875,0.12020535629178733,1.0559299904517154,0.8255063665580251,0.9407181785048703
state bank of india,571576.5714563158,133774.63085749935,417729.88316473685,88406.24325675289,0.23404498633779885,0.21163495076527436,0.2228399685515366
stcoop bank,0.0,,55.30066702,,,,
sterling urban cooperative bank,17.920735455263156,4.961279272454414,20.794373355789475,3.017421640098771,0.27684574022308506,0.14510760139154058,0.2109766708073128
suco souharda sahakari bank,155.6668168294737,20.34312587309981,141.97577815578947,32.2443365349942,0.13068376605519486,0.22711153236020734,0.1788976492077011
sudha cooperative urban,11.91578969631579,3.125043726028279,12.650256940526317,3.0372635619334725,0.2622607318249753,0.24009500962808952,0.2511778707265324
suleimani coop bank,5.872658827,,13.26291262,,,,
sumitomo mitsuianking corporation,0.0,,9.203887034,,,,
sundarlal savji coop,47.05632802,,54.78449153,,,,
sunderlal sawji urban coop bank ltd jintur,49.20981141,9.818019817040723,50.27325041777778,9.10173849957478,0.19951346155831007,0.1810453556103505,0.1902794085843303
surat distcoop bank,289.1380312,,274.3314384,,,,
surat merccoop bank,165.3007503,,128.5332754,,,,
surat national coop bank,322.4936348,,200.415037,,,,
surat peoples coop bank,168.42371475095237,218.73181166754648,128.39427424571429,143.10034048155458,1.2986996040966352,1.114538333755418,1.2066189689260267
surendranagar district coop bankltd,7.890719029,,11.22094098,,,,
suryoday small finance,599.4112038157895,188.78266135315073,1589.4906998789475,1075.771547980711,0.3149468347461307,0.6768026689697773,0.495874751857954
suvarna,0.0,,1.49408717,,,,
suvarnayug sahakari bank,74.1408973968421,19.872918572355307,66.9471573068421,6.152347712593404,0.26804259551897136,0.09189856537739242,0.1799705804481819
svc co operative bank,894.7130042,,1192.328797,,,,
swarna bharathi sahakara bank niyamita,2.546277749,,2.6313851,,,,
swatantrya senani ltkurundwad urban coop bank lt,4.930673936,,3.9683545,,,,
tamil nadu grama,316.69015401157895,188.43042154419803,335.293935091579,183.92320613537916,0.5949993050219949,0.5485431941533453,0.5717712495876701
tamilnad mercantile,4753.226664038461,3301.6998863933377,4891.965324773077,3400.2091553622663,0.6946228572209788,0.695059946182262,0.6948414017016205
tamilnad mercantile bank,2722.777125,,2519.06307,,,,
tamilnadu state apex coop bk,86.42621945,,134.0512785,,,,
tamlukghatal central cooperative bank,4.062481325,3.4402239720063177,2.798812561111111,3.1504365130864405,0.8468282551443649,1.1256332620701606,0.9862307586072627
tarapur coop urban bank,0.1804394,,0.217284,,,,
tavaragera pattana souharda sahakarabankniyamitha,0.0,,0.0107696,,,,
teachers co operative bank,1.703298296,0.894614835213781,1.7086523482307692,1.0087125546404843,0.5252249927770615,0.5903556423780177,0.5577903175775396
tehri garhwal zila sahkari bank,6.82524345,,14.29604089,,,,
telangana grameena,3182.373268029474,1721.7550617885267,2636.9566381473683,1449.3589547391841,0.541028633908378,0.5496332149615673,0.5453309244349727
telangana state cooperative apex bank,203.05011511578948,44.422889307196606,188.45235507894736,42.184433900368845,0.2187779567712356,0.2238466793513763,0.22131231806130597
tellicherry cooperative urban bank,0.0,,0.1452045,,,,
terna nagari sahakari bank ltd osmanabad,0.001105,,0.0329793,,,,
textile coop bank,20.15118747,,23.16438758,,,,
textile traders,2.343321963333333,0.6605117398177935,2.9117789756111114,0.7426393797854298,0.2818698199193369,0.2550466178943297,0.2684582189068333
textile trders coop bank,68.09558468,,41.92090487,,,,
thane bharat sahakari bank,151.10598051789472,22.531462505032888,119.30731760526317,11.04143129126039,0.14911032923918321,0.09254613642217452,0.12082823283067887
thane janata sahakari,1297.5876101666665,97.00301852776977,996.1605572055555,77.71309378519878,0.0747564309089776,0.07801261877221952,0.07638452484059856
thanjavur central coop bank,6.269559429,,8.265604985,,,,
thanjavur district central,8.24002690561111,3.4528201739518534,8.630792869055556,3.1983730932385113,0.4190302062728252,0.37057697267951006,0.39480358947616767
the abhinav sahakari bank,27.790710967894736,5.388612019759813,25.534022507368423,6.096939714178302,0.19389975398560388,0.23877709485134554,0.21633842441847473
the accountant general office employees co op,1.9522399,,2.2486192,,,,
the accountant general office employees cooperativebank,0.4036408285714286,0.22450825525569376,0.18565785714285715,0.06551877017618328,0.5562079932554806,0.35290060536338574,0.4545542993094332
the adarsh cooperative urban bank,210.96274293157896,59.68172532072489,177.4239190563158,43.35761555386409,0.28290173180048817,0.24437300102756737,0.2636373664140278
the adarsha pattana souhardha sahakari,0.0,,0.0102962,,,,
the adilabad district co operative centralbank,1.1850687,,1.2277931,,,,
the adilabad district coop central bank,33.180546427222225,11.997613323965524,27.924420915,9.143957369961857,0.3615857668372319,0.3274537866978667,0.3445197767675493
the agrasen cooperative urban bank,15.07437118631579,3.9929173745105198,23.111591730526314,6.213371295197736,0.26488118974642266,0.26884220557561056,0.26686169766101664
the agrasen nagari sahakari bank,3.7042342542222224,1.8157859747393787,3.0471087544444444,1.0398801713320633,0.4901919938431753,0.34126782308485626,0.4157299084640158
the agrasen nagari sahakari bank ltd akola,0.0,,5.47647009,,,,
the ahmednagar district central coop bank,95.05896808894737,23.060150976310226,61.54508329263158,22.048796953082658,0.2425878529917627,0.35825440105826334,0.300421127025013
the ajara urban coop bank ltd ajara,25.38868123,,21.14046455,,,,
the akki alur urban cooperative bank,0.0,,0.0135662,,,,
the akola district central coop bank ltd akola,0.0,,65.05259064,,,,
the akola district central coopbank,133.26842786166668,80.10126124286339,86.78231113203704,53.916987957312735,0.6010520460705735,0.6212900676876355,0.6111710568791044
the akola janata commercial cooperative bank,24.937358117777777,4.877893656831443,34.834373975,6.580033458065173,0.19560587107076133,0.18889483883900265,0.192250354954882
the akola janta comm coop,176.8730551,,184.4772862,,,,
the alleppey urban cooperative bank,0.0,,0.0360161,,,,
the alnavar urban cooperative bank,2.3702276605,3.242497061975029,1.1059900724999998,1.5612777332547563,1.368010810105483,1.4116561912039736,1.3898335006547282
the alwar central cooperative bank,5.832254749,4.663048862955423,6.5222064799999995,4.655760074137204,0.7995276378753777,0.7138320579720752,0.7566798479237264
the amalner coop urban bank,1.797594669,,0.783259557,,,,
the ambala central cooperative bank,3.042023477666666,2.6712298276483093,5.105823332333333,3.955342668434851,0.8781095370431631,0.7746728413784112,0.8263911892107871
the ambika mahila sahakari bank,3.0242427,,2.521002156,,,,
the ambika mahila sahakari bank ltd ahmednagar,2.0250209223333333,1.2333964217617426,2.197985076777778,1.157880147323544,0.6090783597142096,0.5267916327352794,0.5679349962247445
the amod nagrik coop bank,0.0721643,,0.4653994,,,,
the amravati zilla parishad shikshak sahakari,5.836070229473684,1.5919006014651984,3.5478233176842107,1.3571283958584048,0.2727692674816837,0.3825242336882352,0.3276467505849594
the amritsar central coop bank,9.405225548,,5.591829106,,,,
the anantapur district co operative central bank l,0.656350194,,0.5351776,,,,
the anantnag central cooperative bank,0.23779035,0.33628633797144514,0.3877566155,0.45327456054397924,1.4142135623730951,1.1689666724563703,1.2915901174147328
the andhra pradesh state cooperative bank,176.8115278038889,123.40700755438743,120.4694997725,68.23048835461846,0.6979579277843508,0.5663714756304954,0.6321647017074231
the andhra pragathi grameena bank,92.99693557,,55.10892597,,,,
the angul united central co operative bank,1.179847133,,1.6620247,,,,
the annasaheb savant coop urban bank mahad,7.893382461285715,4.9423076946099505,8.910073179571429,4.419219401531242,0.6261330575137141,0.49598014656752853,0.5610566020406214
the ap mahesh coop urban,151.3009703,,250.3207212,,,,
the ap mahesh cooperative urban bank,81.29703540777777,12.87675273654822,122.46970032222222,9.212860444052973,0.15839141823511424,0.07522563066467546,0.11680852444989484
the ap rajarajeswari mahila co op urban bank,0.9911896978333333,0.5282059458551935,0.9201718357222224,0.4560135688888367,0.5329009643762564,0.4955743603377317,0.5142376623569941
the arsikere urban,0.0,,0.047357,,,,
the aryapuram co operative urban bank,0.0,,0.829392422,,,,
the ashta peoples coop bank,10.6395117,,12.19866376,,,,
the ashta peoples coop bank ltd ashta,10.6690004645,2.7118861614707694,8.399117763055555,2.1939001932213116,0.25418371388156663,0.2612060284321079,0.25769487115683726
the aska co operative central,0.49687786,,0.4768202,,,,
the assam coop apex bank,21.05907586,,34.35128249,,,,
the azad co operative bank,0.0,,2.027456725,,,,
the azad coop bank ltd gadag,0.17900872,0.092230693970124,0.23052981,0.11579803068767285,0.5152301740950049,0.502312610623645,0.5087713923593249
the babasaheb deshmukh sahakari bank,7.842990798421053,3.2448784953982956,7.418144129842106,3.179004847357685,0.41372973382189265,0.4285444973452342,0.4211371155835634
the badagara coop urban,0.0,,0.328804,,,,
the bagalkot cooperative bank,0.0,,0.00553,,,,
the bagalkot district central co operative bank lt,20.83145677,,11.17884013,,,,
the baghat urban coop bank,8.2855679525,1.403763521874825,7.763120188,1.3040442724261383,0.16942272755741122,0.1679794001440157,0.16870106385071346
the bailhongal urban cooperative bank,1.1484783,,3.6279882,,,,
the balasore bhadrak central coop bank,3.701153423,,1.663826,,,,
the balasore co op urban bank,0.7337838,,0.616247837,,,,
the balotra urban co op bank,0.0,,22.46470006,,,,
the balusseri coop urban,0.0,,0.2226966,,,,
the balusseri cooperative urban bank ltd noll,0.4128111428571429,0.3006974172638161,0.2881342142857143,0.20344903324920166,0.7284140035141329,0.7060912004273859,0.7172526019707595
the banaskantha district central coop bank,724.705962135,332.044262801532,372.015407203,130.06896861731985,0.4581779095942886,0.34963328426433776,0.40390559692931316
the banaskantha mercantile cooperative bank,56.46458316388889,9.610179327166557,53.17900091055556,8.499757043526264,0.17019835777894504,0.15983295846084875,0.16501565811989688
the bangalore city,11.111269464941175,7.732537504193277,12.229433902411765,8.169761069890146,0.6959184572556143,0.6680408214381034,0.6819796393468589
the bangalore city coop bank,48.2450342,,50.32148794,,,,
the bankura town cooperative bank,0.287844442,,0.1332797,,,,
the bapuji co operative bank,30.74892681,,28.20278305,,,,
the bapunagar mahila coop bank,5.95049425,,3.90506296,,,,
the baramati sahakari,183.98748548888886,21.96248700300557,154.12304074444444,18.12919029852107,0.11936946116007385,0.11762803414047332,0.11849874765027359
the baramati sahakari bank,0.0,,91.7021457,,,,
the barmer central coop bank,0.0,,10.60208186,,,,
the baroda city co operative bank,4.7293061455,0.8333199387059359,5.981621998,1.1999842034884896,0.17620342457610855,0.20061184138511481,0.1884076329806117
the bavla nagrik sahakari,2.7863501911,2.1511312349728535,2.97903275775,4.168829273318162,0.7720247231822739,1.3993902089437882,1.085707466063031
the bechraji nagarik sahakari bank,1.3588519,,1.7140748,,,,
the begusarai central cooperative bank,0.9349918,,0.3527572,,,,
the belgaum industrial coop,4.868147911,,2.432187483,,,,
the bellary dist cooperative central bank,50.94288130444445,9.464136535119062,35.838520674444446,6.939416567751414,0.18577937275592174,0.19363010629787905,0.1897047395269004
the bellary district co op central bank,8.671985787,,14.60699412,,,,
the berhampore coop central bank,1.5412539,,1.0896961,,,,
the berhampur coop urban bank,0.114385752,,0.0171,,,,
the bhabhar vibhag nagrik sahakari bank,0.637505275,0.5746807070894073,0.6986606,0.26949154649632334,0.9014524736119357,0.38572598268218267,0.6435892281470592
the bhadgaon peoples coop bank,0.139873,,0.3533846,,,,
the bhadran peoples co op bank ltd bhadran,1.13343982,,0.8337376,,,,
the bhagalpur central coopertative,0.0,,0.8651296,,,,
the bhagyalakshmi mahila sahakari bank,15.858999973444444,4.119780262760312,20.50484271222222,5.06417722482052,0.259775538789255,0.24697469255894078,0.2533751156740979
the bhagyalakshmi mahila sahakari bank ltd nanded,0.0,,23.26372318,,,,
the bhagyoday coop bank,48.0565329,,62.70394187,,,,
the bhagyodaya cooperative bank,6.094469487277777,0.8610355270588865,6.272641312555556,0.9713861305947018,0.14128145671355,0.15486078068107267,0.14807111869731132
the bhandara dist central co operative bank,18.506285855,1.2210681158383825,23.1406328,1.7702233570713943,0.06598126309112837,0.07649848525626293,0.07123987417369565
the bharat co operative bank mumbai,777.9685219944445,86.33609215296376,615.4802580055556,67.27479965647026,0.11097633093383731,0.10930456140782181,0.11014044617082956
the bharat coop bank mumbai,741.1571558,,1060.704606,,,,
the bharath coop,5.130786441,,7.8346452,,,,
the bharatpur central cooperative bank,1.0884748,,3.0739857,,,,
the bharatpur urban cooperative bank,0.4202024,,1.1431296,,,,
the bharuch district central coop bank,18.539038859999998,6.040384618996713,13.342465498000001,7.013338614495555,0.3258197290922941,0.5256403785002731,0.4257300537962836
the bhiwani central coop bank,4.228751332,,3.110662365,,,,
the bhuj commercial coop bank,7.215484168105263,2.2808576697771894,10.521589044473684,1.5650238150874605,0.3161059766244525,0.14874405457885348,0.232425015601653
the bhuj mercentile coop bank,5.714803791823529,3.2440870949083562,5.509312088235295,2.9509602467758445,0.5676637751850453,0.5356313455317568,0.551647560358401
the bhupathi raju coop credit bank,0.0,,0.5241179,,,,
the bicholim urban cooperative bank,5.685269162222222,1.0893945632737174,4.438018866555556,0.7631657609646241,0.19161706019348815,0.17196090956614923,0.1817889848798187
the bihar awami cooperative bank,0.0,,1.03834,,,,
the bihar state cooperative bank,4.088700668,,6.655384345,,,,
the bijapur mahalaxmi urban co op,0.0,,0.5824962,,,,
the bijnor urban cooperative bank,0.0,,2.5361044,,,,
the bishnupur town,0.333974809,,0.7340591,,,,
the bkomarapalayam coop urban bank,0.0,,0.0946201,,,,
the bodeli urban co op bank ltd bodeli,1.8626785,,1.0309063,,,,
the boudh cooperative central bank,0.3569505,,0.1035109,,,,
the buldana district central co op bank ltdbuldan,0.0,,0.1630398,,,,
the burdwan central co op bank,21.88952144631579,7.9533557455691914,17.969437260210526,6.40358189583037,0.3633407776901315,0.3563596234596468,0.35985020057488915
the business co operative bank,17.162309274444443,2.306260676135961,14.976204691111112,1.9072032365736749,0.13437939144763586,0.1273489028702756,0.13086414715895572
the cardamom merchants cooperative bank,0.0,,0.5020095,,,,
the central co operative bank,1.9415401746,3.110129964343889,3.5638183576,1.7727350681337775,1.6018880294272788,0.49742576367657504,1.0496568965519268
the central cooperative bank ltd bikaner,2.6584800245,0.2731608303570241,3.63885115,1.3689835478251755,0.10275075525850508,0.37621312095307213,0.2394819381057886
the chamba urban cooperative bank,39.2650854677,14.377740693408422,38.2607219958,13.739044890437377,0.3661711294436313,0.359090058257279,0.36263059385045515
the chanasma commercial cooperative bank,2.017089212,,1.2749932,,,,
the chanasma nagrik sahakari bank,2.864264018,,6.089572131,,,,
the chandgad urban coop bank,0.24134,,0.4426777,,,,
the chandigarh state coop bank,5.387723343263159,2.1691758690632077,4.771394181578947,2.2502705494106547,0.4026145610790424,0.47161698735735064,0.43711577421819653
the chandrapur districtcentral coop bank,50.67219501,,90.19175636,,,,
the chandwad merchants co op bank,2.8084975,,4.427938244,,,,
the chandwad merchants cooperative bank,1.0583869247777777,0.5847948755003991,1.8074690939999998,0.7733205983094081,0.5525341080939605,0.42784720406921006,0.4901906560815853
the changanacherry coop urban bank,0.0,,0.0205298,,,,
the charada nagarik sahakari bank ltd charada,0.8369157,,0.4655999,,,,
the chembur nagrik sahakari bank,29.481015042631583,5.827596138105593,28.269687969473686,5.7020767250944715,0.1976728457170992,0.20170285329119006,0.19968784950414464
the chennai central cooperative bank,30.819341221111113,9.927237040103673,39.03669362111111,12.112060645002556,0.3221106177734766,0.3102737327746511,0.31619217527406385
the cherplacheri urban cooperative bank,0.0,,1.5323923,,,,
the chhapi nagrik sahakri bank,0.6215607,,1.669154354,,,,
the chikhli urban coop,32.06597627,,30.45480798,,,,
the chikhli urban coop bank,18.632641033529413,10.111282006382124,14.411143117058822,7.867116946119577,0.5426649924821116,0.5459051292611949,0.5442850608716533
the chikmagalur district central coop bank,1.28379675,1.3164753538891811,1.84374155,1.2181097295583205,1.025454655411132,0.660672711724873,0.8430636835680024
the chikmagalur district co op central bank,4.611939272,,6.6241495,,,,
the chiplun urban co op bank ltdchiplun,5.442096691,,6.490864317,,,,
the chiplun urban cooperative bank,8.095735007944445,2.296353905701659,7.031824547555555,1.9993589900964759,0.2836498358022117,0.28433004500823406,0.28398994040522285
