,remitter_value,remitter_value,beneficiary_value,beneficiary_value,remitter_cv,beneficiary_cv,avg_cv
,mean,std,mean,std,,,
entity name,,,,,,,
kankaria maninagar sahakari,33.46292316,,34.75004703,,,,
kanyakumari district central,6.034382242166667,2.4011351566417143,6.496207929333334,2.4324980172409325,0.39790902536190315,0.37444891599868557,0.3861789706802944
karad urban coop bank,68.39527545,96.72552614363359,76.68677790000001,108.04515192429537,1.414213562373095,1.4089150031207056,1.4115642827469004
karamana cooperative urban bank,0.0,,0.0104538,,,,
karnataka,16105.376173333332,1349.3970566925161,14075.495160555556,1349.9864401210834,0.08378550380752958,0.09591040490740362,0.08984795435746659
karnataka bank,2823.044318,,3296.20938,,,,
karnataka gramin,3960.093966336364,1255.191643482291,3393.0286494727275,1067.9639603431592,0.31696006563286616,0.3147524146337873,0.3158562401333267
karnataka gramin erstwhile pragathi krishna gramin,3764.18861225,131.70991434946924,3211.7561735,106.46213351634303,0.03499025365541956,0.033147638788633915,0.03406894622202673
karnataka mahila sahakara bank niyamitha,6.206147970388889,0.9960478716346379,5.977104564722222,0.9181064135679093,0.16049373562909486,0.15360387351874563,0.15704880457392023
karnataka state coop apex bank,203.7229911,,254.4606233,,,,
karnataka vikas grameena,1313.0865465277777,366.9298286964538,1194.129323888889,326.4054567022897,0.27944070378813496,0.2733417982227367,0.2763912510054358
karur vysya,14716.447953333334,1214.953976870895,13235.500857777777,959.2093897627359,0.08255755605724839,0.0724724662912217,0.07751501117423504
karur vysya bank,4875.075603,,4659.749815,,,,
kashipur urban cooperative bank,3.3559530082999998,2.326640020738111,4.0377666128000005,3.3694980587919776,0.6932874253554283,0.8344954976125749,0.7638914614840016
kashmir mercantile co operative bank,4.096305936333334,1.0781330132599924,4.7282690319444445,1.3143529292733431,0.2631964091590888,0.2779776109171248,0.2705870100381068
kashmir mercantile coop bank,0.0,,1.1924492,,,,
kavita urban coop bank ltd solapur,0.5753521,,0.6738875,,,,
kedarnath urban co op bank ltd latur,0.11786,,0.4628406,,,,
kerala gramin,3955.771461031579,1128.6934855973486,3457.5429240157896,981.1452875938451,0.28532828468887583,0.28376951758975894,0.2845489011393174
kerala mercantile co op bank,0.0,,0.684165,,,,
kerala state,284.1926389,,209.8158907,,,,
khalilabad nagar sahkari bank ltd khalilabad,0.422232379,,0.559905752,,,,
khamgaon urban coop bank,0.0,,81.59430507,,,,
khardah cooperativebank,0.6547205332631578,0.3537922328077485,0.7348919251578948,0.34213575257262213,0.5403713719568737,0.465559275942667,0.5029653239497703
khargone nagrik sahakari bank ltd khargone,0.0,,0.3050986,,,,
khattri cooperative urban bank ltdkhb,19.86775239,,37.80979386,,,,
kodagu district cooperative central bank,9.124880930500002,1.5092108404182591,7.315721003,0.29363585320393526,0.16539512700639275,0.040137650558779145,0.10276638878258595
kohinoor sahakari bank ltd ichalkaranji,3.235455412,,4.0920174,,,,
koilkuntla cooperative bank,1.3742180956666665,1.0460336079826202,1.7615279166666669,0.9367915554665304,0.7611845683600637,0.5318062499056034,0.6464954091328335
kokan mercantile coopbank,130.56700361842107,28.482632886102074,114.56889870578946,18.926735935895667,0.21814571903129434,0.16519959735756148,0.19167265819442791
kolhapur dist central coop bank,147.3729564388889,34.723846070645564,106.47614408444446,25.65342620172468,0.2356188469696914,0.24093120973069213,0.23827502835019176
kolhapur district central coop,54.10105107,,102.4647317,,,,
kolhapur mahila coop bank,10.46727517,,12.66585256,,,,
kolhapur mahila sahakari bank ltd kolhapur,4.753798786,0.8780640562111245,5.005382909944444,0.9371940573852325,0.18470787169137967,0.1872372352419357,0.1859725534666577
konoklota mahila urban coop bank,0.0,,0.0225286,,,,
kota mahila nagrik sahkari bank,0.8531211,,4.231683,,,,
kota nagrik sahkari bank,9.146823101,,14.25791685,,,,
kotak mahindra,83649.13346277777,8189.0449388505385,71227.79613833333,7615.567100874412,0.09789754657165102,0.10691847163267587,0.10240800910216344
kotak mahindra bank,32562.38599,,27047.1464,,,,
kotak mahindra bank credit card,586.8591258181818,34.36145434155049,1.687124662,3.8387296474711357,0.058551452690873224,2.2753088339782304,1.1669301433345518
kottayam cooperative urban bank,2.675187100578947,0.8406751012681066,3.053210965,0.6979067315294493,0.31424908601202994,0.2285812344871653,0.2714151602495976
kovilpatti urban coop bank,0.0,,0.6556641,,,,
koyana sahakari bank ltdkarad,4.573239828684211,1.4435595260354148,3.8304510190526315,1.314093043830113,0.315653580418228,0.34306483421764833,0.32935920731793816
koylanchal urban coop bank,0.0,,5.030067594,,,,
krishiseva urban coop bank ltdkole,0.0,,0.296929696,,,,
krishna bhima samruddhi local area,36.27519009842106,8.924564876574614,37.35761739210526,10.310762231685237,0.2460239312974151,0.27600160158672743,0.2610127664420713
krishna mercantile coop,0.4569874295789474,0.33963324071351353,0.4939602863684211,0.4981530807612944,0.7432004005590264,1.0084881204189482,0.8758442604889873
krishna pattana sahakar,0.1375,,0.0331747,,,,
krishna sahakari bank ltd rethare bk,16.47162354,,9.3146115,,,,
krishna sahakari ltd rethare,9.361564408727274,4.656600480757931,5.6913608363636365,2.7585121836505766,0.4974169142517289,0.48468411386354204,0.49105051405763545
krishna urban co operative bank ltd kaij,0.0,,1.119788,,,,
kurla nagrik sahakari bank,31.85920506,,51.92221532,,,,
kurmanchal nagar sahkari bank,87.6161637,,72.30527124,,,,
kutch mercantile coop bank ltd kutch,0.43629565,,0.35302665,,,,
kuttiady coop urban,0.0,,0.2763961,,,,
lala urban coop bank ltd narayangaon,0.0,,17.82104808,,,,
lala urban cooperative bank,5.816037487297873,3.7685976768359986,6.539421757148936,4.066932035280654,0.6479665382258198,0.6219100382743564,0.6349382882500881
lalbaug cooperative bank ltd baroda,0.0980118,,0.2331582,,,,
latur district central co op bank ltd latur,51.88950418,,41.21378638,,,,
latur urban coop bank ltd latur,10.265725751052631,4.7488952521719545,12.455477978947368,5.903356717679964,0.4625971282824315,0.4739566580791198,0.46827689318077564
laxmi bai mahila nagrik sah,0.0,,1.7234273,,,,
laxmi mahila nagrik sahakari,3.752352786,,5.8042377,,,,
laxmi sahakari bank niyamit guledgudd,0.13745751666666667,0.16528453409877666,0.17602493333333333,0.18597895728038336,1.2024408566873086,1.0565489431443236,1.129494899915816
laxmi urban coop bank latur,12.688176794157894,3.391318024396662,10.737683916052632,2.587043744162329,0.26728174421073253,0.24093126268084203,0.2541065034457873
laxmi vishnu sahakari bank,0.4949118,,0.1371152,,,,
lic employees cooperative bank ltdudupi,1.2401846423333334,0.564772696624495,0.5294651861666666,0.22570586639811777,0.45539404161779407,0.42629028743557357,0.4408421645266838
lic of india staff coop bank,0.0,,0.60508908,,,,
liluah coop,8.174697237,,7.242361008,,,,
liluah cooperative bank,2.626699408055556,0.8230244160430928,3.253834475222222,0.9892891034929852,0.31333026288392324,0.304037931562398,0.3086840972231606
livquik technology india pvt,12.981617848333334,14.104536870239807,14.866770926500001,6.198861256877109,1.0865006992984807,0.4169608375297992,0.7517307684141399
lokmangal co op bank ltd solapur,16.387334606833335,5.147230180703791,17.859434842166664,5.375993530641801,0.3140980705036348,0.3010170018341744,0.3075575361689046
lokmangal coop bank,15.29333596,,11.15207326,,,,
loknete dattaji patil sahakari bank ltd lasalgaon,2.235740404,,1.648397986,,,,
lokvikas nagari sahakari,7.949241661,,6.77540325,,,,
lokvikas nagari sahakari bank ltd aurangabad,6.626133878166666,2.7486969887780512,6.608780740833334,2.6854364323855178,0.4148266605109052,0.4063437020679397,0.41058518128942245
lonavala sahakari bank,26.643648455,3.902701686175268,24.882928228333334,3.4889954695400793,0.14647775032637766,0.14021643423651725,0.14334709228144746
lonavala sahakari bank ltd lonavala,28.02013431,,43.50750809,,,,
luc,0.005248181,,0.0243308,,,,
ludhiana central coop bank,10.4423068,,11.6343904,,,,
m s,1.3956229229444446,0.3364334549744729,1.3873035520555554,0.2754281814726034,0.24106329112499486,0.1985349068446512,0.21979909898482303
madheshwari urban development coop bank,0.0,,12.9704677,,,,
madhya pradesh gramin,113.5138607,,130.4052727,,,,
madhya pradesh rajya sahakari bank maryadit,14.575207957222224,2.9856484817495743,11.697520330166666,2.2691072727490207,0.20484431443533146,0.1939819046005189,0.19941310951792518
madhyanchal gramin,0.0,,56.6632989,,,,
madura sourashtra coop,0.0,,0.2677747,,,,
madurai district central,20.584315865333334,8.285635591831985,20.406381455,7.397648894831165,0.40252178629779356,0.3625164466882287,0.3825191164930111
mahalakshmi,6.815826951111111,3.815892796076475,5.483797625666667,3.1496456052822905,0.5598576406718205,0.5743548212903621,0.5671062309810913
mahanagar,327.97510169444445,31.507368489906902,241.42239913888886,23.857272858901858,0.09606634261908242,0.09881963290894526,0.09744298776401383
mahanagar nagrik sah,10.33220325,,14.51823927,,,,
mahanagar nagrik sahakari bank maryadit,12.248873655222221,3.4499036354945782,11.741602839666665,3.3015067217285328,0.2816506833690571,0.28118024147223325,0.2814154624206452
maharana pratap cooperative urban bank,0.23446716666666667,0.18661684021506025,0.452742,0.3477933679294791,0.7959188609139741,0.768193293154775,0.7820560770343745
maharashtra godawari gramin,41.4892222,,319.1531449,,,,
maharashtra gramin,3088.0378907777776,460.77897070837093,2587.5792438333333,373.48959218424136,0.14921415701680898,0.14433938325727966,0.14677677013704432
maharashtra nagari sahakari bank maryadit latur,3.2287185944210526,1.0707980041547436,3.177067630736842,0.7976872887800058,0.33164798134002454,0.251076584288828,0.2913622828144263
maharashtra state coop bank,258.8621838,,463.3022959,,,,
mahatma fule district urban coop bank,16.10281028,,11.0109581,,,,
mahatma fule urban coop bank ltd amravati,7.0922007697777785,1.5588262186122641,6.147298916222223,1.5003834159838072,0.21979442900924914,0.24407197965018704,0.2319332043297181
mahaveer cooperative urban bank,16.572643113315788,7.541944320567128,19.30207845463158,7.410044727244794,0.45508397598372985,0.38389879849787556,0.4194913872408027
mahesh sahakari bank,33.62487589263158,24.31811092481917,40.562620335263155,46.8352529510258,0.7232178641333854,1.1546407151194207,0.938929289626403
mahesh urban,27.91806258,,19.3505583,,,,
mahesh urban coop bank ltd ahmedpur,5.727360680076923,2.929420144276329,5.429605376923077,3.005494040189263,0.5114782022488209,0.55353820978652,0.5325082060176705
mahesh urban cooperative bank ltd parbhani,5.8393996217894735,2.3885063559953275,5.988625434052632,1.804401855254348,0.40903286479704465,0.30130484451308726,0.355168854655066
mahila co operative nagrik bank ltd bharuch,0.209792995,,0.5632388,,,,
mahila cooperative ba,8.612082399,,5.276475564,,,,
mahila nagrik sahakari bank maryaditmahasamund,1.2063458537894736,0.3542604512338148,1.2506401277894736,0.23257843138169584,0.2936640849064822,0.18596751072811163,0.23981579781729692
mahila sahakari bank,0.160031241,,0.110627,,,,
mahismati nagrik sahakari bank ltd mandla,0.0,,0.457075221,,,,
mainpuri zila sahkari bank,0.0,,0.3085999,,,,
makarpura industrial coop bank,16.95157859,,18.87406084,,,,
malda district central co operative,7.607734363,,10.10834258,,,,
malviya urban coop bank,0.0,,52.40859825,,,,
mamasaheb pawar satyavijay coop bank kundai,3.68028015,,6.80313795,,,,
mangal cooperative bank ltd mumbai,3.576219243,,10.66838076,,,,
maninagar coop bank ltdahmedabad,3.68275132,,5.7775044,,,,
manipal cooperative bank,0.0,,4.072392095,,,,
manipur rural,86.48569894405263,37.390893171327626,86.7523131868421,36.313907153408564,0.43233613912880203,0.4185929552702275,0.42546454719951476
manmad urban cooperative bank ltd manmad,0.0,,0.4505988,,,,
manmandir cooperative bank,2.618766018,,4.1067816,,,,
mann deshi mahila sahakari bank,16.46134365611111,2.8481629111304017,15.78306979166667,2.564958396568488,0.17302128979447248,0.16251327722841122,0.16776728351144185
mann deshi mahila sahakari bank ltdmhaswad,1.5140048,,0.7182961,,,,
manorama coop bank,0.0,,3.993290554,,,,
mansing cooperative bank,5.382330353473684,1.6123220874570006,5.044633229157895,0.9897954431884605,0.29955836627835924,0.19620761276904325,0.24788298952370125
manvi pattana souharda sahakari bank ni,10.328906064864865,3.7872165002081193,10.403371214378378,4.655324137215804,0.36666191718896884,0.4474822671694859,0.40707209217922735
manwath urban co op bank,0.374728137,,0.1220222,,,,
maratha cooperative bank ltd belgaum,9.71921417261111,1.2209177472406605,9.812233801666666,1.371772367333559,0.12561897757960977,0.139802250441745,0.13271061401067738
markandey nagari sahakari bank,0.0,,3.386226,,,,
marketyard commercial coop bank,23.13645135,,10.17796038,,,,
mashreq,0.0,,0.2139924,,,,
mathura zila sahkari bank,12.9827682,,14.4109858,,,,
mayuram coop urban bank,0.0,,0.1611519,,,,
mdpawar peoples cooperative bank,0.0,,1.677465,,,,
meenachil east urban coop bank,0.0,,1.4587371,,,,
meghalaya rural,141.90366413578948,46.75583187842216,131.06901530105264,36.7910511192319,0.3294899547743946,0.2806998361491194,0.305094895461757
mehkar urban coop bank ltd mehkar,0.0,,0.2724977,,,,
mehsana district central coop bank ltd mehsana,55.68914075,,88.20492824,,,,
mehsana samaj coop bank,8.580439265,,17.33766111,,,,
mehsana urban,414.4223911944444,54.75503155616818,309.4117615777778,42.51880642777767,0.13212372863916386,0.13741819706840583,0.13477096285378484
mehsana urban coop,627.158237,,594.6117117,,,,
merchants co operative bank ltd tiptur,0.7884010545454546,0.3072558698357783,0.8839503363636364,0.36350758358229684,0.3897202674505856,0.41123077692088617,0.4004755221857359
merchants cooperative bank,0.0,,1.0385054,,,,
mizoram cooperative apex bank,67.87601271947368,25.679493300768453,57.84915445157895,23.199297281806036,0.3783294314428842,0.4010308793920985,0.38968015541749135
mizoram rural,850.5045069842105,268.1040018811559,711.8431103105263,208.46766754258852,0.3152293723072925,0.292856198961663,0.30404278563447773
mizoram urban cooperative development bank,0.84214,,0.2809503,,,,
mizuho bank,43.71033514,,55.30968431,,,,
mobilepe fintech private,0.28044463999999997,0.24052612685266161,0.16762408,0.1457220372188381,0.8576599176673929,0.8693383266821695,0.8634991221747812
model coop bank,61.90876557111111,6.070581287994276,50.877256705,4.7784755776360806,0.09805689439924854,0.09392164371878314,0.09598926905901584
mogaveera coopbank ltdmgc,24.89240559,,55.18857828,,,,
mohol urban coop bank ltd mohol,0.0,,0.4128272,,,,
moti urban coop bank ltd taloda dist dhule,5.1771552,,1.43075934,,,,
moti urban cooperative bank ltd taloda,1.5556546811666667,0.9134956730564012,1.809124425222222,1.03587642421525,0.5872097992668418,0.5725844003725775,0.5798970998197097
mprajya sahkari bank mydt,5.167219274,,14.29836433,,,,
mslmuslim coop bank,0.0,,37.2951314,,,,
mudgal urban cooperative bank,0.0,,0.25804526,,,,
mufg bank,27.15973746,,30.05400922,,,,
mugberia central cooperative bank,2.8342689666666665,1.8115745850283553,2.5003647166666667,1.649318138281756,0.6391681969262487,0.6596310239413897,0.6493996104338192
mumbai distcentral coopbank,42.38476425546154,60.41753348070848,56.46513367592308,92.864005173026,1.425454040903939,1.6446256145608582,1.5350398277323984
murshidabad district central cooperative bank,3.854612797,,4.3912817,,,,
muzaffarnagar district cooperative bank,22.362569265789475,8.335727309998237,18.237757132052632,7.083585158298858,0.37275356024275497,0.3884022090550567,0.38057788464890585
mvishveshvaraya coop,13.44269121,,16.40925763,,,,
mysore zilla mahila sahakara bank niyamitha mysore,0.0,,0.0554,,,,
nabagram peoples cooperative credit bank,0.0,,0.6514322,,,,
nadapuram coop urban,0.0,,0.6783474,,,,
nagaland rural,0.0,,0.0852,,,,
nagar sahakari bank ltd maharajganj,2.295733365,,1.32328915,,,,
nagar sahkari bank,0.0,,1.0524398,,,,
nagar vikas sahkari bank ltd hardoi,0.646612126,,0.8147247,,,,
nagarik sahakari bank maryadit jagdalpur,0.0,,0.0345892,,,,
nagarik sahakari bank maryadit vidisha,3.702443176842105,1.0375392040940665,2.902490014526316,0.5107942551125928,0.2802309595414254,0.17598484492838265,0.22810790223490401
nagarik samabay bank,4.50256152,,9.90783035,,,,
nagaur urban cooperative bank,7.054300211617647,4.98710192435833,6.812342621029412,4.819607952984131,0.7069591277310723,0.7074817314834116,0.707220429607242
nagina urban cooperative bank,0.0,,0.0321915,,,,
nagnath urban cooperative bank ltdhingoli,0.0,,0.9279919,,,,
nagpur dist cent coop bank,0.0,,1.284187411,,,,
nagpur nagrik sahakari bank,166.4838506,,182.6816076,,,,
nagrik sahakari,5.139589335,7.268476942585116,11.16200409,0.52987715571229,1.414213562373095,0.0474715070376121,0.7308425347053535
nagrik sahakari bank ltd babra,0.063135,,0.0676375,,,,
nagrik sahakari bank maryadit shivpuri,0.0,,0.29,,,,
nagrik sahakari bank maryaditdurg,0.0,,1.4368769,,,,
nagrik sahakari maryadit gwalior,9.647039265666667,2.405602490518109,8.69944545511111,2.1152797581587746,0.24936173931410527,0.24315110302990664,0.24625642117200597
nainital bank,209.3588002,,269.8647598,,,,
nainital district cooperative bank,23.22244428,,16.50092092,,,,
nalbari urban cooperative bank,0.0,,0.7755036,,,,
nandani sahakari bank ltd nandani,11.517495284947369,3.110455134420946,9.961618217842107,2.946790316748976,0.27006350404033697,0.2958144201381883,0.2829389620892626
nandurbar merchants co op bank ltdnandurbar,1.0274053649411765,0.6599498362311779,2.622393661470588,4.586784507382824,0.6423461067569595,1.7490831276684233,1.1957146172126913
narayanaguru urban cooperative bank,0.0,,0.064055,,,,
nashik zilha sarkari and parishad karmachari,3.9724599,,0.7659268,,,,
nasik distind mercantile coop,1.063013569,,1.353288561,,,,
nasik road deolali vyapari sahkari,31.8497468,,38.39084502,,,,
nasik zila mahila sahakari bank,3.44890904,,5.1197303,,,,
nasik zilha mahila vikas sahkari,0.805799889,,2.820663814,,,,
navabharat cooperative urban bank,0.0,,0.1517434,,,,
navanagara urban coop bank,2.668016268,,5.5923002,,,,
navanagara urban cooperative bank,5.470337931611111,2.2404940994423983,5.867119025722222,2.343105806680617,0.40957142455411955,0.39936224174217916,0.40446683314814935
navapur mercantile cooperative bank,0.390252487,,0.01634,,,,
navi mumbai cooperative bank,16.872624152222222,3.4985673843143266,14.878441955,2.1627105046115163,0.20735170491269106,0.14535866800789063,0.17635518646029086
navsarjan industrial co operative bank,2.2198757977777777,0.6868235698815046,1.6979370502777777,0.5058341344086487,0.30939729626723,0.29791100578545926,0.30365415102634463
navsarjan industrial coop bank,4.11911087,,3.887474557,,,,
nedumangad cooperative urban bank,0.0,,0.0416379,,,,
new india coopbank,40.295627992727276,21.361272128118962,36.38181842363636,33.48462355111,0.5301138905683349,0.9203669580560567,0.7252404243121958
neyyattinkara coop urban bank,0.0,,0.02685,,,,
nidhi co operative bank ltd nid,0.27173197,0.2793685815826351,0.8609276100000001,0.5438116195884696,1.0281034711618038,0.6316577761845383,0.8298806236731711
nidhi cooperative bank,13.90403011,,19.24135735,,,,
nileshwar cooperative urban bank ltd nib,0.5762309,0.3636604877124885,0.7285963333333334,0.3236812710437152,0.631102024748219,0.4442532253255669,0.5376776250368929
nilgiris district central,18.810332543999998,6.819599698020971,18.804122537277777,6.234785021177011,0.3625454085975872,0.3315647943059833,0.34705510145178525
nilkanth urban coop bank,33.73849343,,35.87186015,,,,
niphad urban coop bank ltd niphad,3.010495531,,1.5764912,,,,
nirmal urban coop bank,13.01104248,,19.86313125,,,,
nishigandha sahakri bank ltd pandharpur,0.818767107,,0.9859275,,,,
nkgsb,305.58480965,32.73989428262704,253.3165862611111,23.542924816105412,0.10713848741410122,0.09293874184708172,0.10003861463059147
nkgsb coop bank,247.63716,,317.214207,,,,
noble cooperative bank,4.477522079,,6.268887995,,,,
north east small finance,631.4862405372222,649.7069431320766,587.2201951011111,624.2144910596357,1.028853681086311,1.0629990185404892,1.0459263498134002
northern railway multi state primary coop,3.082914114,,2.619900069,,,,
northern railway primary,2.5620040415,0.8566533787152051,1.7348694430555556,0.5953024652954243,0.33436847282007115,0.34313963375073464,0.33875405328540287
nsdl,1352.11623616,455.77829969983156,3584.2406001000004,1227.5178353965878,0.3370851466100566,0.34247640500538384,0.33978077580772026
nsdl payments,428.7931791214286,404.39528945813106,433.56053171428573,461.1446871727916,0.9431010313333638,1.0636223858971638,1.0033617086152637
nutan nagarik sahakari,316.1134455,,273.9780631,,,,
nutan nagarik sahakari bank,21.238706665027028,13.865583429755137,22.859239262405403,15.066842266825208,0.6528449989182753,0.6591138967430263,0.6559794478306509
nyayamitra sahakari bank niyamita,1.186425304117647,0.6481156785040295,1.3229647000588236,0.7292667259413121,0.5462760076463793,0.551236723027369,0.5487563653368741
obopay mobile technology india pvt,8.512346815999999,8.1485037760761,0.36803714558333334,0.39238730934542215,0.9572570234990881,1.0661622449100734,1.0117096342045808
odisha gramya,28.26444029,,51.8111256,,,,
om datta chaitanya sahakri bank ltd wai,0.719407391,,0.2595496,,,,
omerga janata sahakari bank ltd omerga,0.5948748,,0.8310266,,,,
omprakash deora peoples co operative bank,78.63117737,,63.80221938,,,,
omprakash deora peoples co operative bank ltd hingoli,4.58191521725,2.9711362750446333,6.8738118361666665,4.1056866632281706,0.6484485491697655,0.5972940140179627,0.6228712815938641
one mobikwik systems,828.7382165,379.30538194473417,2131.8987127777777,432.11494146025973,0.457690226410277,0.20269018357688834,0.33019020499358265
osmanabad jan sahakari,0.0,,32.02331851,,,,
osmanabad janata sahakari bank,0.0,,1.3174147,,,,
padmavathi cooperative urban,0.7196669250000001,0.6598569031626195,0.76616755,0.6297559155542858,0.9168920791553946,0.8219558705589733,0.8694239748571839
padra nagar nagrik sahakari bank ltd padra,1.2569134,,0.7926015,,,,
palamoor coop urban bank,0.487738,,0.248399,,,,
pali urban,9.376432056555556,2.2146014145182855,9.567913489944445,1.459783452478016,0.23618807251634072,0.1525707202528743,0.1943793963846075
pali urban cooperative bank,14.662451303157896,4.789388679293933,13.277066971052632,2.6838407866690734,0.3266431090047288,0.20214108978440237,0.2643920993945656
palus sahakari bank,24.439683565789473,4.444134656461762,24.83182713105263,4.101837284289552,0.18184092459702042,0.16518467459690603,0.17351279959696322
panchsheel mercoop,92.74615023,,48.88111943,,,,
pandharpur merchants co operative bank,3.720605309,,4.15914163,,,,
papanasam urban bank,0.0,,0.0241331,,,,
parashwanath coop,1.59281677,,2.815496059,,,,
paraspar sahakari,5.086088584,,1.614400584,,,,
parner taluka sainik sahakari bank ltd parner,0.6814675,,0.7617651,,,,
parshwanath coop bank,0.0,,10.60970483,,,,
paschim banga gramin,89.89977442647059,27.898843884307105,103.84517781176471,27.887979346424885,0.3103327462420464,0.2685534363182094,0.2894430912801279
patan cooperative bank,5.80348219,,10.05323426,,,,
patan urban coop bank,3.565836132,,3.7597462,,,,
paul merchants finance private,0.09389508492307692,0.04085014779784876,0.003441338461538462,0.002334046415397682,0.4350616204385463,0.6782379709185126,0.5566497956785295
pavana sahakari bank ltd pune,27.402336926842107,5.54637863422491,22.687779258421052,6.166168997772187,0.20240531488363406,0.2717837179010582,0.23709451639234613
paypoint india network private,207.68421220166667,114.35250863921107,376.8500528027778,327.71554686708606,0.5506076144496331,0.8696178876180072,0.7101127510338201
paytm,973.088834875,119.09340229198929,52591.64857875,43757.33388127797,0.12238697847898714,0.8320205786239302,0.4772037785514587
paytm payments bank,0.0,,0.469207,,,,
payu payments private,0.9894618370555555,2.0766127640603367,0.12805350566666665,0.19837417404536323,2.0987295176941125,1.549150669578284,1.8239400936361982
peoples coop bank ltd dholka,11.78376143,,16.45070111,,,,
peoples cooperative bank ltd dholka,0.6035184827777778,0.2653378834622969,0.8615699975,0.2868984907072028,0.43965162796844665,0.33299498768491276,0.3863233078266797
peoples urban coop bank,5.861842262,,7.2646656,,,,
peoples urban cooperative bank,6.340591514833333,1.700444418731114,8.711615699888888,1.8026136549307696,0.26818387760086,0.20692070415293468,0.23755229087689733
pilibhit district cooperative bank,1.644233518,,2.35949374,,,,
pimpalgaon merchants coop bank,0.0,,11.36436797,,,,
pimprichinchwad sahakari bank maryadit,5.719803745,,13.50840714,,,,
pine labs private,3.0010999467499997,2.7858902512552093,0.021188763333333333,0.03040902612395547,0.9282897273288586,1.4351486986556303,1.1817192129922445
pithoragarh zila sahkari bank,4.123860301,,21.25011028,,,,
pochampally cooperative urban bank,96.73399220052632,28.580440750552093,92.80867725947368,26.114578145039935,0.2954539567777354,0.28138078158391405,0.2884173691808247
pondy state coop,9.968016365,,16.1599394,,,,
ponnampet town cooperative bank niyamitha,0.0,,0.0474432,,,,
pooranwadi nagarik sahakari,0.0,,34.30153937,,,,
poornawdi nagrik sahakari bank,40.82435881222222,5.883445331065009,44.390029300555554,5.746865390906546,0.14411604988401167,0.1294629780934752,0.13678951398874345
porbandar commercial coop bank,3.530430446,,6.35532685,,,,
porbandar vibhagiya nagarik sahakari bank,0.0,,1.982903036,,,,
pragati mahila nagrik sahkari,2.043546899,,4.589015122,,,,
pragati sahakari bank,21.09747251,,25.72445001,,,,
prathama up gramin,1771.6869562063637,860.2571002055041,1673.8315787181818,793.7545268951982,0.4855581835108925,0.4742140947675598,0.4798861391392262
prathama up gramin erstwhile sarva up gramin,1527.154888625,170.54764655290586,1502.360467,151.55060851937742,0.11167671846728092,0.10087499761092783,0.10627585803910437
prathamik shikshak sahakari bank ltdsatara,0.9580284428571428,0.6950231069047181,1.1146721642857143,0.5889928013180474,0.7254723093940093,0.5284000266531066,0.6269361680235579
pravara sahakari bank,0.0,,13.55877916,,,,
prerana co operative bank,24.395280070555557,6.139931218786956,20.456846804444446,4.668274237945105,0.2516852112797708,0.22820106551958327,0.23994313839967701
prerana coop bank ltdthergaon,27.72830599,,37.87480088,,,,
prime cooperative bank,96.46317347789473,98.58186657023258,70.05151152631579,72.7289080252063,1.021963750682776,1.0382203958280716,1.0300920732554237
priyadarshani mahila nagari sahakari bank ltd beed,0.0,,1.55203,,,,
priyadarshani nagari sahakari bank,19.82636719,,20.84848816,,,,
priyadarshani nagari sahakari bank maryadit,139.85276193888888,19.972852058773725,118.92155242,15.679262053000787,0.1428134259336345,0.13184542022816614,0.13732942308090032
priyadarshani urban coop bank,6.430276218421053,4.012445728415313,6.043351480894737,3.043472192758676,0.6239927480752242,0.5036066828779054,0.5637997154765648
priyadarshini mahila urban sahakari bank niyamitha,0.0,,0.0225,,,,
progressive mercatile coop bank,21.75274106,,17.53359594,,,,
pryadarshini urban coop bank ltd kalamb,1.552920225,,0.6148817,,,,
pudukottai district central,13.711346533388888,4.530722916444787,14.033156585944445,4.332005071681626,0.3304360301456823,0.30869783609630247,0.3195669331209924
puduvai bharathiar grama,21.33595638572222,14.09815501352684,22.077261371000002,13.2245542934348,0.6607697709281579,0.5990124441252554,0.6298911075267066
pune cantonment sahakari bank,26.45739163111111,4.4552867357012325,24.117216843333335,3.6296478642385135,0.16839478350021034,0.15050027902543192,0.15944753126282113
pune district central co op bank ltd pdcc,392.5804587,,411.5994038,,,,
pune district central cooperative bank,125.11401550265,68.44171094925325,122.0610552675,64.04856641769734,0.5470347240817605,0.5247256487938208,0.5358801864377907
pune merchants coop bank,15.17511655,,19.75607596,,,,
pune peoples co operative bank,72.59454948055556,10.255801920757632,56.492093913888894,7.420664031478,0.14127509563930343,0.1313575673578208,0.13631633149856212
pune peoples coop bank ltd pune,115.2713142,,138.8336981,,,,
pune urban coop bank,21.568659846111114,3.3864376183966933,18.453794752777778,2.5974981750698873,0.15700732648937746,0.14075685840598698,0.14888209244768222
punjab and sind,5472.795537999999,1237.0165821335083,4911.266349,986.663018148907,0.22603011085365135,0.20089788417803991,0.21346399751584563
punjab gramin,665.1369189000001,167.47792228495928,596.1061096552631,162.72116967267777,0.25179465689851255,0.272973497565361,0.2623840772319368
punjab national,111794.69240789473,24242.523210449963,88303.22092473684,16001.020415739376,0.21684860603219477,0.18120539939735003,0.19902700271477242
punjab national bank credit card,252.09473603333333,53.690041931913974,1.8472474117777777,0.37905624168902197,0.2129756565992508,0.20520058075177972,0.20908811867551524
punjab state co op,12.45845877,,14.32432618,,,,
purulia central cooperative bank,1.2560783,,0.8814786,,,,
